,page_url,property_type,price,location,city,locality,baths,area,area_marla,area_sqft,bedrooms
8807,https://www.zameen.com/Property/islamabad_soan_garden_furnished_upper_portion_for_rent-16508593-338-4.html,Upper Portion,40000,Soan Garden,Islamabad,"Soan Garden, Islamabad, Islamabad Capital",0,1 Kanal,20.0,5445.02,3
8808,https://www.zameen.com/Property/islamabad_g_10_g_10_upper_portion_for_rent_40x80-16510231-167-4.html,Upper Portion,65000,G-10,Islamabad,"G-10, Islamabad, Islamabad Capital",3,14.2 Marla,14.2,3865.96,3
8809,https://www.zameen.com/Property/islamabad_f_8_f8_new_upper_portion_3_bed_room_dd_nice_view_off_margalla_hills-16511669-166-4.html,Upper Portion,200000,F-8,Islamabad,"F-8, Islamabad, Islamabad Capital",4,1 Kanal,20.0,5445.02,3
8810,https://www.zameen.com/Property/islamabad_pakistan_town_upper_portion_for_rent_in_pakistan_town_near_to_pwd_islamabad_3_bed_nice_location-16515530-1378-4.html,Upper Portion,32000,Pakistan Town,Islamabad,"Pakistan Town, Islamabad, Islamabad Capital",4,12 Marla,12.0,3267.01,4
8811,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_sector_b_marvelous_grand_living_portion_is_available_sec_b_dha_ii_islamabad-16518078-3197-4.html,Upper Portion,45000,DHA Defence,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",3,1 Kanal,20.0,5445.02,3
8812,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_sector_g_a_residence_with_auspicious_style_class_portion_for_rent_in_dha_ii_islamabad-16518088-3202-4.html,Upper Portion,50000,DHA Defence,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",3,1 Kanal,20.0,5445.02,3
8813,https://www.zameen.com/Property/islamabad_g_9_brand_new_beautiful_2_bedrooms_stylish_portion_for_rent-16518981-171-4.html,Upper Portion,65000,G-9,Islamabad,"G-9, Islamabad, Islamabad Capital",2,14.2 Marla,14.2,3865.96,2
8814,https://www.zameen.com/Property/d_12_d_12_1_upper_portion_for_rent-16519365-3154-4.html,Upper Portion,25000,D-12,Islamabad,"D-12, Islamabad, Islamabad Capital",2,4 Marla,4.0,1089.0,2
8815,https://www.zameen.com/Property/islamabad_f_10_f_10_furnished_3_bed_portion_for_rent-16521169-162-4.html,Upper Portion,95000,F-10,Islamabad,"F-10, Islamabad, Islamabad Capital",3,1 Kanal,20.0,5445.02,3
8816,https://www.zameen.com/Property/islamabad_e_11_e_11_out_class_upper_portion_available_for_rent-16527321-329-4.html,Upper Portion,60000,E-11,Islamabad,"E-11, Islamabad, Islamabad Capital",3,16 Marla,16.0,4356.02,3
8817,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_sector_e_sector_e_3_bed_lawn_car_park_servant_new_portion_dha_ii_islamabad-16528233-3200-4.html,Upper Portion,55000,DHA Defence,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",3,1 Kanal,20.0,5445.02,3
8818,https://www.zameen.com/Property/e_11_e_11_3_500_sq_yard_3_beds_beautiful_upper_portion_is_available_for_rent_in_e_11-16529302-3238-4.html,Upper Portion,105000,E-11,Islamabad,"E-11, Islamabad, Islamabad Capital",5,1 Kanal,20.0,5445.02,3
