,page_url,property_type,price,location,city,locality,baths,area,area_marla,area_sqft,bedrooms
41115,https://www.zameen.com/Property/rawalpindi_askari_4_top_floor_apartment_for_urgent_sale-9748478-9214-1.html,Flat,11000000,Askari 4,Rawalpindi,"Askari 4, Rawalpindi, Punjab",4,10 Marla,10.0,2722.51,3
41117,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_heights_bahria_height_6_1_bed_flat_for_sale_in-9761847-8506-1.html,Flat,6700000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2,3.4 Marla,3.4,925.65,1
41121,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_intellectual_village_furnish_flat_9_is_available_for_sale_block_a-9768091-8256-1.html,Flat,8000000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2,6.2 Marla,6.2,1687.96,2
41124,https://www.zameen.com/Property/bahria_town_phase_8_safari_valley_bahria_town_phase_8_umer_block_bahria_heights_6_flat_available_for_sale_bahria_town_phase_8__umer_block-9791099-3067-1.html,Flat,6800000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2,3.4 Marla,3.4,925.65,1
41127,https://www.zameen.com/Property/bahria_town_phase_8_bahria_town_phase_8_awami_villas_2_flat_for_sale_in_bahria_town_phase_8__awami_villas_2-9796975-8207-1.html,Flat,2700000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",0,3.5 Marla,3.5,952.88,0
41132,https://www.zameen.com/Property/bahria_town_phase_8_bahria_town_phase_8_awami_villas_2_awami_villas_ii_253_b_ready_to_move_flat_for_sale-9819673-8207-1.html,Flat,3300000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",1,3.5 Marla,3.5,952.88,2
41138,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_8_residential_apartment_for_sale-9832660-3048-1.html,Flat,9500000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",3,7.1 Marla,7.1,1932.98,3
41172,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_4_beautiful_fully_furnished_1_bedroom_apartment_available_for_5000_per_day_rent-9606797-3041-4.html,Flat,5000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",1,2.7 Marla,2.7,735.08,1
41177,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_4_studio_fully_furnished_apartment_in_bahria_height_2-9665963-3041-4.html,Flat,30000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",1,2.6 Marla,2.6,707.85,1
41182,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_7_2_two_bed_flat_available_for_rent_mini_extension_phase_7_bahria_town-9685456-3047-4.html,Flat,21000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2,3 Marla,3.0,816.75,2
41183,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_8_studio_flat_for_rent_phase_8_bahria_town-9685564-3048-4.html,Flat,6500,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",1,1 Marla,1.0,272.25,1
41184,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_8_one_bed_flat_for_rent_at_phase_8_bahria_town-9685589-3048-4.html,Flat,11000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",1,2 Marla,2.0,544.5,1
41185,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_7_2_bed_flat_for_rent_at_phase_7_bahria_town-9685611-3047-4.html,Flat,20000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2,3 Marla,3.0,816.75,2
41201,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_3_apartment_for_rent_in_bahria_town_phase_3-9775082-3036-4.html,Flat,52000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",0,8.4 Marla,8.4,2286.91,0
41210,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_safari_villas_2_bedroom_apartment_for_rent-9864989-3078-4.html,Flat,27000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2,4 Marla,4.0,1089.0,2
41211,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_safari_villas_furnished_apartment_is_available_for_rent-9865941-3078-4.html,Flat,40000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2,4 Marla,4.0,1089.0,2
41212,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_safari_villas_apartment_is_available_for_rent-9865957-3078-4.html,Flat,35000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",3,7.6 Marla,7.6,2069.11,3
41213,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_safari_villas_furnished_apartment_is_available_for_rent-9865959-3078-4.html,Flat,48000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",3,7.6 Marla,7.6,2069.11,3
41220,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_4_luxury_1_bedroom_fully_furnished_apartment_in_bahria_town-9923876-3041-4.html,Flat,32000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",1,3.6 Marla,3.6,980.1,1
41232,https://www.zameen.com/Property/bahria_town_phase_7_midway_commercial_1_beds_flat_for_sale_in_midway_commercial_phase_7_bahria_town-9970508-9035-1.html,Flat,2000000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",1,1.6 Marla,1.6,435.6,1
41238,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_5_furnished_studio_apartment_above_d_watson_in_bahria_town-9988983-3045-1.html,Flat,3800000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",1,2.4 Marla,2.4,653.4,1
41240,https://www.zameen.com/Property/bahria_town_phase_8_bahria_town_phase_8_awami_villas_5_flat_for_sale-9990151-8330-1.html,Flat,3200000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",1,3.5 Marla,3.5,952.88,2
41260,https://www.zameen.com/Property/rawalpindi_bahria_town_rawalpindi_beautiful_apartment_bahria_town_phase7_business_bay-10055720-632-1.html,Flat,2500000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",1,1.8 Marla,1.8,490.05,1
41264,https://www.zameen.com/Property/rawalpindi_chandni_chowk_flat_is_available_for_sale-10072833-439-1.html,Flat,3500000,Chandni Chowk,Rawalpindi,"Chandni Chowk, Rawalpindi, Punjab",0,2.9 Marla,2.9,789.53,0
41265,https://www.zameen.com/Property/bahria_town_phase_7_midway_commercial_3_side_corner_flat_for_sale_front_facing_joint-10074906-9035-1.html,Flat,8500000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2,5 Marla,5.0,1361.25,2
41266,https://www.zameen.com/Property/rawalpindi_asghar_mall_road_asghar_mall_road_apartment_is_available_for_sale-10074926-8143-1.html,Flat,2200000,Asghar Mall Road,Rawalpindi,"Asghar Mall Road, Rawalpindi, Punjab",2,2 Marla,2.0,544.5,2
41274,https://www.zameen.com/Property/rawalpindi_askari_14_5th_floor_flat_for_sale_in_askari_14_investor_rate-10084589-1504-1.html,Flat,13000000,Askari 14,Rawalpindi,"Askari 14, Rawalpindi, Punjab",4,10 Marla,10.0,2722.51,3
41291,https://www.zameen.com/Property/bahria_town_phase_7_bahria_business_square_2_bed_flat_on_3rd_floor_at_reasonable_price_in_phase_7-10125495-9032-1.html,Flat,2600000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2,2.9 Marla,2.9,789.53,2
41308,https://www.zameen.com/Property/bahria_town_phase_7_bahria_business_square_apartment_for_sale-10153310-9032-1.html,Flat,3400000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2,3.2 Marla,3.2,871.2,2
41312,https://www.zameen.com/Property/rawalpindi_askari_14_apartment_available_for_sale_in_askari_14-10171936-1504-1.html,Flat,11500000,Askari 14,Rawalpindi,"Askari 14, Rawalpindi, Punjab",3,10 Marla,10.0,2722.51,3
41324,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_4_2_bedroom_fully_furnished_apartment_available_for_family-9969431-3041-4.html,Flat,40000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2,3.8 Marla,3.8,1034.55,2
41330,https://www.zameen.com/Property/bahria_town_phase_4_bahria_town_civic_centre_2_bed_flat_for_rent_civic_center_bahria_town_phase_4_rawalpindi-9985813-8974-4.html,Flat,32000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2,4.4 Marla,4.4,1197.9,2
41332,https://www.zameen.com/Property/bahria_town_phase_4_bahria_town_civic_centre_1_bed_flat_for_rent_civic_center_rawalpindi_bahria_town-10015541-8974-4.html,Flat,22000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",1,2.7 Marla,2.7,735.08,1
41334,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_4_studio_fully_furnished_apartment_in_bahria_phase_4_available-10040333-3041-4.html,Flat,26000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",1,2.6 Marla,2.6,707.85,1
41338,https://www.zameen.com/Property/rawalpindi_fazaia_colony_the_springs_apartment_flat_for_rent-10069365-516-4.html,Flat,35000,Fazaia Colony,Rawalpindi,"Fazaia Colony, Rawalpindi, Punjab",0,4.9 Marla,4.9,1334.03,2
41390,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_8_flats_for_sale-10278345-3048-1.html,Flat,3000000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",0,3 Marla,3.0,816.75,2
41391,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_heights_bahria_height_flat_for_sale-10285663-8506-1.html,Flat,1600000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",0,5 Marla,5.0,1361.25,2
41392,https://www.zameen.com/Property/rawalpindi_askari_7_1st_floor_apartment_for_sale-10288073-1270-1.html,Flat,16000000,Askari 7,Rawalpindi,"Askari 7, Rawalpindi, Punjab",3,10 Marla,10.0,2722.51,3
41409,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_7_commercial_apartment_in_bahria_town_phase_7_bacha_arcade-10375213-3047-1.html,Flat,3800000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",0,3.5 Marla,3.5,952.88,1
41428,https://www.zameen.com/Property/rawalpindi_askari_14_new_flat_sec_b_askari_14_dha_2-10400624-1504-1.html,Flat,17500000,Askari 14,Rawalpindi,"Askari 14, Rawalpindi, Punjab",3,10 Marla,10.0,2722.51,3
41437,https://www.zameen.com/Property/bahria_town_phase_4_bahria_town_civic_centre_newly_built_flat_grand_prime_location_civic_center-10434767-8974-1.html,Flat,4700000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",1,3.1 Marla,3.1,843.98,1
41455,https://www.zameen.com/Property/rawalpindi_college_road_flat_for_sale-10487306-10363-1.html,Flat,3800000,College Road,Rawalpindi,"College Road, Rawalpindi, Punjab",0,3 Marla,3.0,816.75,2
41459,https://www.zameen.com/Property/bahria_town_phase_4_bahria_town_civic_centre_flat__is_available_for_sale-10514221-8974-1.html,Flat,5500000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2,4.2 Marla,4.2,1143.45,2
41464,https://www.zameen.com/Property/rawalpindi_sarafa_bazar_flat_is_available_for_rent-10213053-11653-4.html,Flat,15000,Sarafa Bazar,Rawalpindi,"Sarafa Bazar, Rawalpindi, Punjab",1,5 Marla,5.0,1361.25,2
41465,https://www.zameen.com/Property/rawalpindi_sarafa_bazar_flat_is_available_for_rent-10213054-11653-4.html,Flat,15000,Sarafa Bazar,Rawalpindi,"Sarafa Bazar, Rawalpindi, Punjab",1,5 Marla,5.0,1361.25,2
41469,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_4_1_bedroom_fully_furnished_apartment_in_phase_4_available-10259940-3041-4.html,Flat,35000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",1,3 Marla,3.0,816.75,1
41483,https://www.zameen.com/Property/rawalpindi_askari_14_apartment_up_for_rent_in_askari_14-10378859-1504-4.html,Flat,45000,Askari 14,Rawalpindi,"Askari 14, Rawalpindi, Punjab",3,10 Marla,10.0,2722.51,3
41490,https://www.zameen.com/Property/rawalpindi_airport_housing_society_brand_new_flat_is_available_for_rent-10429326-426-4.html,Flat,11000,Airport Housing Society,Rawalpindi,"Airport Housing Society, Rawalpindi, Punjab",1,2.9 Marla,2.9,789.53,1
41502,https://www.zameen.com/Property/fazal_town_fazal_town_phase_1_two_bedroom_flat_available_for_rent-10492746-6013-4.html,Flat,8000,Fazal Town,Rawalpindi,"Fazal Town, Rawalpindi, Punjab",1,5 Marla,5.0,1361.25,2
41505,https://www.zameen.com/Property/bahria_town_phase_4_bahria_town_civic_centre_brand_new_flat_is_available_for_sale-10515155-8974-1.html,Flat,3150000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",1,2.7 Marla,2.7,735.08,1
41506,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_4_1_bed_flat_is_available_for_sale-10516892-3041-1.html,Flat,4500000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",1,3 Marla,3.0,816.75,1
41507,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_3_two_bed_amazing_apartment_for_sale-10518105-3036-1.html,Flat,10500000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",3,5.8 Marla,5.8,1579.06,2
41509,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_1_one_bedroom_brand_new__amazing_apartment_for_sale-10522866-3033-1.html,Flat,7800000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2,3.6 Marla,3.6,980.1,1
41531,https://www.zameen.com/Property/rawalpindi_askari_14_brand_new_apartment_for_sale_in_sector_d-10622393-1504-1.html,Flat,13000000,Askari 14,Rawalpindi,"Askari 14, Rawalpindi, Punjab",4,10.9 Marla,10.9,2967.54,3
41547,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_6_one_bedroom_furnished_apartment_for_sale-10692045-3046-1.html,Flat,9000000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2,3.9 Marla,3.9,1061.78,1
41550,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_1_safari_1_qj_heights_flat_for_sale-10711164-3033-1.html,Flat,9500000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",0,5.4 Marla,5.4,1470.16,0
41574,https://www.zameen.com/Property/bahria_town_phase_7_wallayat_complex_studio_apartment_for_sale-10867007-8580-1.html,Flat,2500000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2,3 Marla,3.0,816.75,2
41588,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_7_studio_furnished_flat_for_rent-10526014-3047-4.html,Flat,16000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",1,1.3 Marla,1.3,353.93,1
41598,https://www.zameen.com/Property/rawalpindi_bahria_town_rawalpindi_furnished_flat_is_available_for_rent_direct_from_owner-10651519-632-4.html,Flat,50000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2,4.2 Marla,4.2,1143.45,2
41635,https://www.zameen.com/Property/rawalpindi_ghauri_town_5_marla_flat_with_gas_water_and_electricity_available-10925701-1339-4.html,Flat,15000,Ghauri Town,Rawalpindi,"Ghauri Town, Rawalpindi, Punjab",2,5 Marla,5.0,1361.25,2
41643,https://www.zameen.com/Property/bahria_town_phase_8_bahria_town_phase_8_awami_villas_2_bahria_town_phase_8__awami_villas_2_bahria_town_phase_8_bahria_town_rawalpindi_rawalpindi-10973965-8207-1.html,Flat,3700000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",1,3.5 Marla,3.5,952.88,2
41659,https://www.zameen.com/Property/rawalpindi_askari_3_refurbished_apartment_for_sale-11008837-8156-1.html,Flat,13000000,Askari 3,Rawalpindi,"Askari 3, Rawalpindi, Punjab",3,10 Marla,10.0,2722.51,3
41665,https://www.zameen.com/Property/bahria_town_phase_4_bahria_town_civic_centre_furnished_flat_available_for_sale-11018212-8974-1.html,Flat,3500000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",1,2.9 Marla,2.9,789.53,1
41677,https://www.zameen.com/Property/rawalpindi_askari_7_2nd_floor_apartment_for_sale_in_askari_7-11039620-1270-1.html,Flat,14000000,Askari 7,Rawalpindi,"Askari 7, Rawalpindi, Punjab",4,10 Marla,10.0,2722.51,3
41688,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_heights_bahria_heights_3_extension_apartment_for_sale-11054210-8506-1.html,Flat,8500000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",1,3.5 Marla,3.5,952.88,1
41689,https://www.zameen.com/Property/bahria_town_phase_8_eiffel_tower_single_bed_apartment_for_sale_at_bahria_town_islamabad-11066654-11020-1.html,Flat,3255000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",1,2.1 Marla,2.1,571.73,1
41718,https://www.zameen.com/Property/rawalpindi_askari_14_askari_14_apartment_available_for_sale_in_sector_b-11135125-1504-1.html,Flat,10000000,Askari 14,Rawalpindi,"Askari 14, Rawalpindi, Punjab",4,10 Marla,10.0,2722.51,3
41728,https://www.zameen.com/Property/rawalpindi_satellite_town_flat_available_for_sale_in_satellite_b_block_rawalpindi-11161493-433-1.html,Flat,3500000,Satellite Town,Rawalpindi,"Satellite Town, Rawalpindi, Punjab",2,3.8 Marla,3.8,1034.55,2
41759,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_heights_heights_4_one_bed_furnished_apartment_bahria_town-11072511-8506-4.html,Flat,55000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2,2.9 Marla,2.9,789.53,1
41761,https://www.zameen.com/Property/rawalpindi_khayaban_e_sir_syed_flat_is_avaialble_for_rent-11089019-587-4.html,Flat,23000,Khayaban-e-Sir Syed,Rawalpindi,"Khayaban-e-Sir Syed, Rawalpindi, Punjab",2,3 Marla,3.0,816.75,2
41763,https://www.zameen.com/Property/bahria_town_phase_4_bahria_town_phase_4_block_b_2_bed_apartment_for_rent-11121137-3042-4.html,Flat,29000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2,4.4 Marla,4.4,1197.9,2
41765,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_safari_villas_2_safari_luxury_apartments_flat_for_rent-11125985-3079-4.html,Flat,55000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",3,13 Marla,13.0,3539.26,4
41768,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_safari_villas_one_bed_fully_furnished_apartment_for_rent-11141155-3078-4.html,Flat,25000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",1,2.2 Marla,2.2,598.95,1
41791,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_7_1_bed_with_lounge_flat_for_sale-11257679-3047-1.html,Flat,3500000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",1,2.9 Marla,2.9,789.53,1
41826,https://www.zameen.com/Property/gt_road_safari_enclave_safari_enclave__luxury_apartment_for_sale-11348850-10161-1.html,Flat,3900000,GT Road,Rawalpindi,"GT Road, Rawalpindi, Punjab",2,4 Marla,4.0,1089.0,2
41845,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_7_furnished_apartment_available_for_sale-11394649-3047-1.html,Flat,16900000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",3,9.4 Marla,9.4,2559.16,3
41846,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_7_furnished_apartment_available_for_sale-11394650-3047-1.html,Flat,18900000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",3,10.5 Marla,10.5,2858.64,3
41853,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_safari_villas_studio_flat_is_available_for_rent_in_bahria_town_safari_villas-11211032-3078-4.html,Flat,10000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",1,1 Marla,1.0,272.25,1
41863,https://www.zameen.com/Property/rawalpindi_pwd_colony_flat_is_available_for_rent-11345544-348-4.html,Flat,10000,PWD Colony,Rawalpindi,"PWD Colony, Rawalpindi, Punjab",1,2 Marla,2.0,544.5,1
41864,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_6_2_bed_apartment_is_up_for_rent_in_bahria_town_phase_6-11348039-3046-4.html,Flat,25000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2,4.4 Marla,4.4,1197.9,2
41865,https://www.zameen.com/Property/bahria_town_phase_4_bahria_town_civic_centre_flat_with_1_bed_tv_lounge_2_baths-11349042-8974-4.html,Flat,25000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2,2.3 Marla,2.3,626.18,1
41868,https://www.zameen.com/Property/bahria_town_phase_8_bahria_town_phase_8_awami_villas_2_awami_villas_2_flat_for_rent-11370768-8207-4.html,Flat,18000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",1,3.6 Marla,3.6,980.1,2
41869,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_6_2_bed_flat_is_available_for_rent-11372661-3046-4.html,Flat,25000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2,4.4 Marla,4.4,1197.9,2
41877,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_4_beautiful_full_furnished_and_non_furnished_apartments_for_rent_in_behria_town_phase_1_to_6-11398092-3041-4.html,Flat,60000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2,5.3 Marla,5.3,1442.93,2
41901,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_2_2_bed_furnished_luxury_apartment_for_sale-11465103-3035-1.html,Flat,10600000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2,5.5 Marla,5.5,1497.38,2
41910,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_7_rawalpindi_bahria_phase_7_river_hills_1892_square_feet_three_bedrooms_appartment_for_sale-11471636-3047-1.html,Flat,13000000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",3,8.4 Marla,8.4,2286.91,3
41923,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_heights_one_bed_flat__bahria_heights_6-11507877-8506-1.html,Flat,6400000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2,3.7 Marla,3.7,1007.33,1
41926,https://www.zameen.com/Property/rawalpindi_askari_7_ground_floor_apartment_available_at_excellent_location-11508391-1270-1.html,Flat,18500000,Askari 7,Rawalpindi,"Askari 7, Rawalpindi, Punjab",3,10 Marla,10.0,2722.51,3
41954,https://www.zameen.com/Property/bahria_town_phase_8_bahria_town_phase_8_awami_villas_5_apartment_on_ground_floor_for_sale-11560008-8330-1.html,Flat,3700000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",1,5 Marla,5.0,1361.25,2
41957,https://www.zameen.com/Property/bahria_town_phase_7_wallayat_complex_apartment_in_commercial_plaza-11560930-8580-1.html,Flat,5000000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2,3.5 Marla,3.5,952.88,2
41981,https://www.zameen.com/Property/bahria_town_phase_8_bahria_town_phase_8_safari_valley_flat_for_rent-11403444-3074-4.html,Flat,12000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",1,3.8 Marla,3.8,1034.55,1
41985,https://www.zameen.com/Property/rawalpindi_bahria_town_rawalpindi_flat_for_rent_2_bed_room-11436545-632-4.html,Flat,30000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2,3.1 Marla,3.1,843.98,2
41998,https://www.zameen.com/Property/rawalpindi_bahria_town_rawalpindi_flat_for_rent-11481487-632-4.html,Flat,50000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2,4.4 Marla,4.4,1197.9,2
42000,https://www.zameen.com/Property/satellite_town_block_d_satellite_town_6th_road_studio_apartment_1_room_flat_for_rent-11488032-8409-4.html,Flat,18000,Satellite Town,Rawalpindi,"Satellite Town, Rawalpindi, Punjab",1,1.2 Marla,1.2,326.7,1
42005,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_8_flat_for_rent_awami_villas_5-11507797-3048-4.html,Flat,13000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",1,5 Marla,5.0,1361.25,2
42009,https://www.zameen.com/Property/rawalpindi_askari_1_flat_for_rent-11510191-9438-4.html,Flat,50000,Askari 1,Rawalpindi,"Askari 1, Rawalpindi, Punjab",2,4.4 Marla,4.4,1197.9,2
42015,https://www.zameen.com/Property/bahria_town_phase_4_bahria_town_civic_centre_bahria_town_2_bed_apartment_for_rent-11554997-8974-4.html,Flat,30000,Bahria Town Rawalpindi,Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2,3.8 Marla,3.8,1034.55,2
