,Price,House_location,baths,beds,total_sqft,kitchens,tv_lounge,store
1150,7700000,Airport Housing Society,4,4,1361,2,2,1
1152,9500000,Airport Housing Society,4,4,1361,2,2,1
1153,13500000,Airport Housing Society,4,4,2178,2,2,1
1154,13500000,Airport Housing Society,4,4,2178,2,2,1
1155,6200000,Airport Housing Society,3,3,1361,2,2,1
1156,11000000,Airport Housing Society,4,4,1633,2,2,1
1157,8200000,Airport Housing Society,4,4,1361,2,2,1
1158,6600000,Airport Housing Society,3,3,1361,2,2,1
1159,6800000,Airport Housing Society,2,2,1633,2,2,1
1160,9000000,Airport Housing Society,4,4,1361,2,2,1
1161,17000000,Airport Housing Society,4,4,2722,2,2,1
1164,8000000,Airport Housing Society,4,4,1361,2,2,1
1165,7000000,Airport Housing Society,4,4,1361,2,2,1
1166,8500000,Airport Housing Society,4,4,1361,2,2,1
1170,11000000,Airport Housing Society,5,4,1633,2,2,1
1174,6500000,Airport Housing Society,3,3,1361,2,2,1
1175,8500000,Airport Housing Society,4,4,1361,2,2,1
1177,6500000,Airport Housing Society,3,2,1633,2,2,1
1178,5800000,Airport Housing Society,2,2,1361,2,2,1
1179,8800000,Airport Housing Society,5,4,1361,2,2,1
1180,5800000,Airport Housing Society,2,2,1361,2,2,1
1181,7000000,Airport Housing Society,2,2,1633,2,2,1
1182,6000000,Airport Housing Society,2,2,1361,2,2,1
1183,5800000,Airport Housing Society,2,2,1361,2,2,1
1184,9200000,Airport Housing Society,5,4,1361,2,2,1
1186,6500000,Airport Housing Society,3,3,1361,2,2,1
1190,3500000,Airport Housing Society,2,2,762,1,1,0
1192,6800000,Airport Housing Society,3,2,1361,2,2,1
1193,9000000,Airport Housing Society,5,4,1361,2,2,1
1195,6500000,Airport Housing Society,4,3,1361,2,2,1
1196,6800000,Airport Housing Society,4,4,1361,2,2,1
1197,8500000,Airport Housing Society,5,5,1361,2,2,1
1198,6500000,Airport Housing Society,3,3,1361,2,2,1
1199,6500000,Airport Housing Society,3,3,1361,2,2,1
1200,9200000,Airport Housing Society,5,4,1361,2,2,1
1201,6800000,Airport Housing Society,3,2,1633,2,2,1
1203,6600000,Airport Housing Society,3,3,1361,2,2,1
1207,9000000,Airport Housing Society,5,4,1633,2,2,1
1208,6000000,Airport Housing Society,3,2,1361,2,2,1
1209,6500000,Airport Housing Society,3,3,1361,2,2,1
1210,6500000,Airport Housing Society,4,3,1361,2,2,1
1211,5800000,Airport Housing Society,3,2,1361,2,2,1
1213,9000000,Airport Housing Society,5,4,1633,2,2,1
1214,8800000,Airport Housing Society,4,4,1361,2,2,1
1216,8500000,Airport Housing Society,5,4,1361,2,2,1
1217,6500000,Airport Housing Society,4,3,1361,2,2,1
1218,8500000,Airport Housing Society,4,4,1361,2,2,1
1219,8000000,Airport Housing Society,4,4,1633,2,2,1
1229,7800000,Airport Housing Society,4,4,1361,2,2,1
1230,6500000,Airport Housing Society,3,3,1361,2,2,1
1231,6800000,Airport Housing Society,3,3,1361,2,2,1
1233,10500000,Airport Housing Society,4,4,1633,2,2,1
1234,7000000,Airport Housing Society,4,4,1361,2,2,1
1235,9000000,Airport Housing Society,4,4,1361,2,2,1
1236,6500000,Airport Housing Society,3,3,1361,2,2,1
1239,6500000,Airport Housing Society,3,3,1361,2,2,1
1240,6500000,Airport Housing Society,3,3,1361,2,2,1
1245,11000000,Airport Road,3,3,2722,2,2,1
1246,6500000,Airport Road,6,5,1633,2,2,1
1247,6000000,Airport Road,2,2,1361,2,2,1
1248,3600000,Airport Road,6,6,1089,1,2,0
1249,15000000,Airport Road,3,3,2722,2,2,1
1250,14500000,Airport Road,6,6,2722,2,2,1
1251,3800000,Airport Road,2,3,952,1,1,0
1252,13000000,other,5,5,1905,2,2,1
1253,6000000,other,3,3,816,1,1,0
1254,10500000,other,4,4,1361,2,2,1
1255,8500000,other,2,4,1361,2,2,1
1256,7000000,other,2,2,1633,2,2,1
1257,7500000,other,2,3,1361,2,2,1
1263,4000000,Ali Pur,4,6,1361,2,2,1
1264,4250000,Ali Pur,2,2,1089,1,2,0
1266,3000000,Ali Pur,3,3,816,1,1,0
1267,5000000,Ali Pur,2,2,1361,2,2,1
1269,13000000,Ali Pur,4,3,3539,2,2,1
1270,8000000,Ali Pur,3,3,2178,2,2,1
1272,4500000,Ali Pur,3,2,1361,2,2,1
1273,2150000,Ali Pur,2,2,653,1,1,0
1274,4500000,Ali Pur,2,3,1089,1,2,0
1275,5200000,Ali Pur,3,5,1633,2,2,1
1277,7000000,Ali Pur,3,5,1633,2,2,1
1280,4700000,Ali Pur,2,2,1089,1,2,0
1282,8000000,Ali Town,3,3,2150,2,2,1
1283,4800000,Ali Town,3,2,1361,2,2,1
1284,3200000,Ali Town,2,2,816,1,1,0
1285,3500000,Ali Town,2,2,816,1,1,0
1286,3500000,Ali Town,3,4,816,1,1,0
1290,4700000,Ali Town,3,2,1225,1,2,0
1292,9500000,Ali Town,8,7,2450,2,2,1
1294,9500000,Ali Town,8,7,2450,2,2,1
1295,3900000,Alipur Farash,2,2,816,1,1,0
1296,12000000,Alipur Farash,3,3,2722,2,2,1
1297,5800000,Alipur Farash,6,6,1361,2,2,1
1298,3500000,Alipur Farash,3,2,952,1,1,0
1300,3500000,Alipur Farash,2,2,816,1,1,0
1301,4800000,Alipur Farash,4,4,1361,2,2,1
1303,12500000,Alipur Farash,5,6,2722,2,2,1
1304,5000000,Alipur Farash,2,2,1361,2,2,1
1305,6500000,Alipur Farash,3,3,1633,2,2,1
1306,3700000,Alipur Farash,2,2,1089,1,2,0
1307,4500000,Alipur Farash,4,5,816,1,1,0
1308,4500000,Alipur Farash,3,2,1361,2,2,1
1309,4500000,Alipur Farash,3,2,1361,2,2,1
1310,5300000,Alipur Farash,5,4,1361,2,2,1
1311,4700000,Alipur Farash,2,2,1089,1,2,0
1312,10000000,other,5,6,1633,2,2,1
1313,8000000,other,3,2,1361,2,2,1
1315,5800000,other,2,2,1361,2,2,1
1320,7800000,other,4,3,1225,1,2,0
1321,5800000,other,3,4,1089,1,2,0
1322,3500000,other,2,3,1361,2,2,1
1323,2700000,other,3,3,544,1,1,0
1324,5800000,other,3,3,1633,2,2,1
1325,8000000,other,5,7,1905,2,2,1
1326,5500000,other,2,3,1905,2,2,1
1328,13500000,other,5,7,2722,2,2,1
1329,3000000,other,2,3,1089,1,2,0
1330,9000000,other,4,6,1361,2,2,1
1331,14500000,other,3,7,1361,2,2,1
1332,15000000,other,4,8,1361,2,2,1
1333,8500000,other,3,4,1361,2,2,1
1335,15000000,other,6,8,1361,2,2,1
1336,17500000,other,4,3,2722,2,2,1
1337,9200000,other,2,3,1633,2,2,1
1338,9000000,other,7,7,1361,2,2,1
1340,14000000,other,4,4,3267,2,2,1
1341,14000000,other,4,4,3267,2,2,1
1343,14000000,other,4,4,3267,2,2,1
1344,4800000,Arsalan Town,2,2,1361,2,2,1
1345,4600000,Arsalan Town,3,2,1361,2,2,1
1346,5000000,Arsalan Town,5,5,1361,2,2,1
1347,6000000,Arsalan Town,3,3,1361,2,2,1
1348,4500000,Arsalan Town,6,5,1361,2,2,1
1349,5200000,Arsalan Town,3,3,1361,2,2,1
1350,6000000,Arsalan Town,3,2,1361,2,2,1
1352,5200000,Arsalan Town,3,2,1361,2,2,1
1354,7500000,Arsalan Town,5,7,1633,2,2,1
1355,7500000,Arsalan Town,5,7,1633,2,2,1
1356,3100000,Arsalan Town,2,3,816,1,1,0
1357,5800000,Arsalan Town,3,3,1361,2,2,1
1358,3400000,Arsalan Town,3,3,816,1,1,0
1359,4150000,Arsalan Town,3,2,1089,1,2,0
1361,4500000,Arsalan Town,3,2,1361,2,2,1
1362,8500000,other,2,3,816,1,1,0
1364,12500000,other,3,4,1361,2,2,1
1365,27000000,other,6,8,1769,2,2,1
1366,22000000,other,3,7,1633,2,2,1
1369,17000000,other,4,4,1089,1,2,0
1370,22500000,other,6,6,1769,2,2,1
1371,10000000,other,6,8,2722,2,2,1
1375,3000000,other,3,4,952,1,1,0
1376,2200000,other,2,2,680,1,1,0
1377,7000000,other,6,6,1987,2,2,1
1378,25000000,other,4,5,2722,2,2,1
1379,27900000,other,5,5,3267,2,2,1
1380,31000000,other,5,5,3267,2,2,1
1381,27000000,other,4,4,2722,2,2,1
1382,25500000,other,3,3,2722,2,2,1
1383,27000000,other,4,4,2722,2,2,1
1385,47500000,Askari 12,6,5,4083,2,2,1
1386,28500000,Askari 12,5,4,3267,2,2,1
1387,49000000,Askari 12,6,5,8167,2,2,1
1388,49000000,Askari 12,5,5,4356,2,2,1
1389,30000000,Askari 12,6,5,2722,2,2,1
1390,30000000,Askari 12,5,5,3267,2,2,1
1391,30000000,Askari 12,5,4,2722,2,2,1
1392,45000000,Askari 12,6,5,4083,2,2,1
1393,25000000,Askari 13,5,4,2722,2,2,1
1394,23000000,Askari 13,5,4,2722,2,2,1
1395,25000000,Askari 13,6,5,2722,2,2,1
1397,24500000,Askari 13,5,4,2722,2,2,1
1398,26000000,Askari 13,4,4,2722,2,2,1
1402,25500000,Askari 13,6,5,2722,2,2,1
1403,25000000,Askari 13,6,5,2722,2,2,1
1405,19000000,Askari 13,5,4,2178,2,2,1
1406,26000000,Askari 13,5,4,3267,2,2,1
1407,25500000,Askari 13,5,4,2722,2,2,1
1408,28500000,Askari 13,4,4,3267,2,2,1
1413,26000000,Askari 13,4,4,4846,2,2,1
1414,18000000,Askari 13,4,4,1905,2,2,1
1419,20000000,Askari 14,6,5,2722,2,2,1
1420,31400000,Askari 14,5,4,4356,2,2,1
1421,17500000,Askari 14,4,3,2722,2,2,1
1422,17500000,Askari 14,3,3,2722,2,2,1
1423,20500000,Askari 14,6,5,2722,2,2,1
1425,18000000,Askari 14,3,3,2722,2,2,1
1429,20500000,Askari 14,5,4,2722,2,2,1
1432,6000000,Askari 14,3,2,1361,2,2,1
1434,32000000,Askari 14,6,7,5445,2,2,1
1436,20000000,Askari 14,5,5,2722,2,2,1
1437,20500000,Askari 14,5,4,2722,2,2,1
1442,20000000,Askari 14,4,3,2994,2,2,1
1443,19700000,Askari 14,6,5,2722,2,2,1
1444,18400000,Askari 14,3,3,2722,2,2,1
1445,23000000,Askari 14,4,4,3267,2,2,1
1446,20000000,Askari 14,3,3,2722,2,2,1
1447,20000000,Askari 14,3,3,2722,2,2,1
1448,23000000,Askari 14,4,4,3267,2,2,1
1449,20500000,Askari 14,5,5,2722,2,2,1
1451,18000000,Askari 14,3,3,2722,2,2,1
1452,20500000,Askari 14,4,4,2722,2,2,1
1453,20000000,Askari 14,4,4,2722,2,2,1
1454,4900000,Askari 14,3,2,1089,1,2,0
1455,18000000,Askari 14,3,3,2722,2,2,1
1456,24000000,Askari 14,4,4,3267,2,2,1
1458,26000000,Askari 14,4,4,3811,2,2,1
1459,18000000,Askari 14,3,3,2722,2,2,1
1460,17000000,Askari 14,4,3,2722,2,2,1
1462,17000000,Askari 14,4,3,2722,2,2,1
1463,18200000,Askari 14,4,3,2722,2,2,1
1464,20500000,Askari 14,6,5,2722,2,2,1
1472,18500000,Askari 14,3,3,2722,2,2,1
1473,20000000,Askari 14,4,4,2722,2,2,1
1474,20000000,Askari 14,5,5,2722,2,2,1
1475,18000000,Askari 14,3,3,2722,2,2,1
1476,19500000,Askari 14,4,4,2722,2,2,1
1477,18500000,Askari 14,3,3,2722,2,2,1
1478,17500000,Askari 14,3,3,2722,2,2,1
1479,5200000,Askari 14,2,2,816,1,1,0
1480,17500000,Askari 14,3,3,2722,2,2,1
1481,20000000,Askari 14,4,4,2722,2,2,1
1482,20000000,Askari 14,4,4,2722,2,2,1
1483,17500000,Askari 14,3,3,2722,2,2,1
1485,18500000,Askari 14,3,3,2722,2,2,1
1488,18000000,Askari 14,3,3,2722,2,2,1
1490,19000000,Askari 14,3,3,2722,2,2,1
1491,20000000,Askari 14,3,3,2722,2,2,1
1493,18000000,Askari 14,3,3,2722,2,2,1
1497,19500000,Askari 14,3,3,2722,2,2,1
1498,19500000,Askari 14,4,4,2722,2,2,1
1500,18000000,Askari 14,3,3,2722,2,2,1
1508,44500000,other,4,4,5445,2,2,1
1509,22500000,other,4,3,2722,2,2,1
1514,47500000,other,4,4,5445,2,2,1
1515,45000000,other,4,4,5445,2,2,1
1516,24000000,other,3,3,3267,2,2,1
1520,22000000,other,6,6,4083,2,2,1
1521,11000000,other,4,4,1633,2,2,1
1524,4900000,other,2,2,816,1,1,0
1526,6000000,other,4,3,1089,1,2,0
1527,14500000,other,7,7,2178,2,2,1
1528,15500000,other,7,6,2722,2,2,1
1529,9300000,other,6,6,1905,2,2,1
1531,13500000,other,5,5,2178,2,2,1
1539,17500000,B-17,3,3,5445,2,2,1
1542,15000000,B-17,5,5,2178,2,2,1
1544,9900000,B-17,4,3,1361,2,2,1
1545,9900000,B-17,4,3,1361,2,2,1
1546,9900000,B-17,4,3,1361,2,2,1
1547,9900000,B-17,4,3,1361,2,2,1
1549,30000000,B-17,3,3,9801,2,2,1
1564,8700000,B-17,3,3,1089,1,2,0
1566,30000000,B-17,8,8,5445,2,2,1
1568,8500000,B-17,3,3,1089,1,2,0
1571,9900000,B-17,4,3,1361,2,2,1
1573,16500000,B-17,5,4,2178,2,2,1
1575,15500000,B-17,6,6,2178,2,2,1
1576,22500000,B-17,5,5,2722,2,2,1
1577,17000000,B-17,4,3,2178,2,2,1
1578,8500000,B-17,3,3,1361,2,2,1
1579,14500000,B-17,6,5,2178,2,2,1
1580,9900000,B-17,4,3,1361,2,2,1
1582,15000000,B-17,6,5,2178,2,2,1
1584,9900000,B-17,4,3,1361,2,2,1
1585,9900000,B-17,4,3,1361,2,2,1
1586,16500000,B-17,5,4,2178,2,2,1
1589,22500000,B-17,5,6,2722,2,2,1
1591,15000000,B-17,6,5,2178,2,2,1
1593,9900000,B-17,4,3,1361,2,2,1
1596,14000000,B-17,4,4,1905,2,2,1
1599,9900000,B-17,4,3,1361,2,2,1
1601,9500000,B-17,4,3,1361,2,2,1
1602,10400000,B-17,5,4,1361,2,2,1
1605,16800000,B-17,4,4,2178,2,2,1
1608,16500000,B-17,5,4,2178,2,2,1
1609,13500000,B-17,3,3,1361,2,2,1
1612,9500000,B-17,3,3,1524,2,2,1
1613,12000000,B-17,4,4,1089,1,2,0
1614,15000000,B-17,4,5,2178,2,2,1
1615,14000000,B-17,4,4,1905,2,2,1
1618,9550000,B-17,6,5,1361,2,2,1
1621,9550000,B-17,6,5,1361,2,2,1
1622,9000000,B-17,3,3,1361,2,2,1
1624,9550000,B-17,5,5,1361,2,2,1
1626,22500000,B-17,5,6,2722,2,2,1
1631,45000000,B-17,6,5,5445,2,2,1
1632,17000000,B-17,4,4,2178,2,2,1
1635,45000000,B-17,6,5,5445,2,2,1
1637,22500000,B-17,7,6,2722,2,2,1
1640,20000000,B-17,6,6,2722,2,2,1
1641,32500000,B-17,7,7,5445,2,2,1
1643,11000000,B-17,4,4,1361,2,2,1
1644,9400000,B-17,3,3,1361,2,2,1
1646,11000000,B-17,4,4,1361,2,2,1
1647,11500000,B-17,3,3,1361,2,2,1
1648,11500000,B-17,4,4,1361,2,2,1
1650,9500000,B-17,4,3,1361,2,2,1
1652,15100000,B-17,5,4,1905,2,2,1
1653,15100000,B-17,5,4,1932,2,2,1
1657,40000000,B-17,7,7,5445,2,2,1
1658,11000000,B-17,4,4,1361,2,2,1
1659,11000000,B-17,4,3,1361,2,2,1
1660,11000000,B-17,4,4,1361,2,2,1
1666,6000000,B-17,2,2,816,1,1,0
1667,12500000,B-17,3,3,1715,2,2,1
1670,10000000,B-17,4,3,1361,2,2,1
1672,10000000,B-17,4,3,1361,2,2,1
1677,13500000,B-17,3,3,1361,2,2,1
1682,10000000,B-17,4,3,1361,2,2,1
1683,21000000,B-17,6,5,2722,2,2,1
1685,10000000,B-17,3,3,1361,2,2,1
1688,11000000,B-17,5,4,1361,2,2,1
1690,10000000,B-17,4,3,1361,2,2,1
1691,13000000,B-17,5,5,1905,2,2,1
1694,11000000,B-17,4,4,1361,2,2,1
1695,10000000,B-17,4,3,1361,2,2,1
1697,10000000,B-17,4,3,1361,2,2,1
1699,30000000,Bahria Town,7,6,2722,2,2,1
1708,13500000,Bahria Town,4,3,1361,2,2,1
1717,14000000,Bahria Town,3,3,1361,2,2,1
1718,41500000,Bahria Town,7,7,4356,2,2,1
1720,13000000,Bahria Town,3,3,1361,2,2,1
1721,14000000,Bahria Town,3,3,1361,2,2,1
1730,33500000,Bahria Town,4,3,7078,2,2,1
1732,14000000,Bahria Town,3,3,1361,2,2,1
1733,14000000,Bahria Town,3,3,1361,2,2,1
1734,13500000,Bahria Town,3,3,1905,2,2,1
1736,30000000,Bahria Town,6,6,2722,2,2,1
1737,29000000,Bahria Town,5,5,2722,2,2,1
1738,6700000,Bahria Town,2,2,1361,2,2,1
1739,14000000,Bahria Town,3,3,1361,2,2,1
1742,14000000,Bahria Town,4,3,1361,2,2,1
1744,30000000,Bahria Town,6,5,2994,2,2,1
1745,14000000,Bahria Town,3,3,1361,2,2,1
1748,13700000,Bahria Town,3,3,1361,2,2,1
1749,14500000,Bahria Town,3,3,1361,2,2,1
1750,22000000,Bahria Town,4,4,2178,2,2,1
1753,27500000,Bahria Town,5,4,2722,2,2,1
1754,47000000,Bahria Town,7,6,5445,2,2,1
1756,27500000,Bahria Town,8,7,2722,2,2,1
1762,23000000,Bahria Town,4,3,2722,2,2,1
1767,11000000,Bahria Town,2,3,1361,2,2,1
1771,30000000,Bahria Town,8,8,2722,2,2,1
1773,13500000,Bahria Town,3,3,1361,2,2,1
1775,27500000,Bahria Town,5,4,2722,2,2,1
1787,33000000,Bahria Town,5,5,2994,2,2,1
1789,14500000,Bahria Town,4,3,1361,2,2,1
1792,27000000,Bahria Town,5,5,2722,2,2,1
1793,15400000,Bahria Town,4,4,1361,2,2,1
1795,28000000,Bahria Town,6,5,2722,2,2,1
1796,14000000,Bahria Town,3,3,1361,2,2,1
1797,30000000,Bahria Town,5,5,2722,2,2,1
1798,14000000,Bahria Town,4,3,1361,2,2,1
1799,52500000,Bahria Town,6,6,5445,2,2,1
1800,15000000,Bahria Town,3,3,1361,2,2,1
1804,13500000,Bahria Town,4,3,1415,2,2,1
1805,14000000,Bahria Town,4,3,1361,2,2,1
1809,13400000,Bahria Town,4,3,1633,2,2,1
1810,21000000,Bahria Town,7,6,2178,2,2,1
1817,10500000,Bahria Town,3,3,1361,2,2,1
1818,13500000,Bahria Town,3,3,1361,2,2,1
1822,14000000,Bahria Town,4,3,1361,2,2,1
1824,50000000,Bahria Town,6,7,5989,2,2,1
1826,14500000,Bahria Town,3,3,1361,2,2,1
1827,14000000,Bahria Town,3,3,1361,2,2,1
1829,30000000,Bahria Town,5,5,2722,2,2,1
1832,30500000,Bahria Town,6,5,2722,2,2,1
1840,55000000,Bahria Town,7,6,5445,2,2,1
1842,26000000,Bahria Town,6,6,2722,2,2,1
1845,29000000,Bahria Town,6,5,2722,2,2,1
1846,14500000,Bahria Town,4,3,1361,2,2,1
1849,59500000,Bahria Town,8,7,5445,2,2,1
1851,14000000,Bahria Town,3,3,1361,2,2,1
1854,14000000,Bahria Town,4,3,1361,2,2,1
1859,13500000,Bahria Town,3,3,1361,2,2,1
1860,52500000,Bahria Town,6,6,5445,2,2,1
1866,14000000,Bahria Town,4,3,1361,2,2,1
1868,46500000,Bahria Town,8,7,5445,2,2,1
1869,46500000,Bahria Town,8,7,5445,2,2,1
1876,27500000,Bahria Town,6,5,2722,2,2,1
1885,31500000,Bahria Town,8,7,3539,2,2,1
1886,31500000,Bahria Town,8,7,3539,2,2,1
1894,30500000,Bahria Town,6,5,2722,2,2,1
1899,13000000,Bahria Town,3,3,1361,2,2,1
1900,13000000,Bahria Town,3,3,1361,2,2,1
1901,13500000,Bahria Town,6,5,1361,2,2,1
1904,51000000,Bahria Town,7,7,5445,2,2,1
1909,50000000,Bahria Town,6,7,5445,2,2,1
1911,15000000,Bahria Town,4,3,2722,2,2,1
1912,15000000,Bahria Town,4,3,1361,2,2,1
1917,6500000,Bahria Town,2,2,1361,2,2,1
1918,15000000,Bahria Town,3,3,1361,2,2,1
1921,13000000,Bahria Town,4,3,1361,2,2,1
1922,12500000,Bahria Town,4,3,1361,2,2,1
1935,14800000,Bahria Town,4,3,1361,2,2,1
1938,27500000,Bahria Town,6,5,2722,2,2,1
1946,14000000,Bahria Town,3,3,1361,2,2,1
1951,30500000,Bahria Town,6,5,2722,2,2,1
1954,13000000,Bahria Town,3,3,1361,2,2,1
1963,13500000,Bahria Town,4,3,1361,2,2,1
1966,27500000,Bahria Town,5,5,2722,2,2,1
1970,12800000,Bahria Town,4,3,1361,2,2,1
1971,28500000,Bahria Town,5,5,2722,2,2,1
1972,9500000,Bahria Town,3,3,1361,2,2,1
1981,14000000,Bahria Town,4,4,1361,2,2,1
1984,14500000,Bahria Town,4,3,1361,2,2,1
1985,56500000,Bahria Town,5,5,5445,2,2,1
1986,15000000,Bahria Town,3,3,1361,2,2,1
1987,35000000,Bahria Town,6,5,3267,2,2,1
1989,15000000,Bahria Town,4,4,1361,2,2,1
1990,15000000,Bahria Town,3,3,1361,2,2,1
1992,14000000,Bahria Town,4,3,1361,2,2,1
1997,15000000,Bahria Town,3,3,1361,2,2,1
1998,15000000,Bahria Town,3,3,1633,2,2,1
2000,30000000,Bahria Town,6,5,2722,2,2,1
2001,32500000,Bahria Town,7,6,3539,2,2,1
2002,60000000,Bahria Town,5,5,5445,2,2,1
2003,13000000,Bahria Town,4,3,1361,2,2,1
2006,14000000,Bahria Town,4,3,1361,2,2,1
2008,14800000,Bahria Town,4,4,1361,2,2,1
2009,56500000,Bahria Town,5,5,5445,2,2,1
2012,15000000,Bahria Town,3,3,1579,2,2,1
2013,14500000,Bahria Town,5,4,1361,2,2,1
2014,30000000,Bahria Town,5,4,2722,2,2,1
2017,30000000,Bahria Town,5,5,2722,2,2,1
2019,60000000,Bahria Town,5,5,5445,2,2,1
2020,15000000,Bahria Town,3,3,1361,2,2,1
2023,13800000,Bahria Town,3,3,1361,2,2,1
2029,13500000,Bahria Town,3,2,1361,2,2,1
2030,13500000,Bahria Town,4,3,1361,2,2,1
2031,13500000,Bahria Town,4,3,1361,2,2,1
2033,15000000,Bahria Town,4,3,1361,2,2,1
2034,15000000,Bahria Town,3,3,1361,2,2,1
2035,49500000,Bahria Town,8,7,5445,2,2,1
2049,29500000,Bahria Town,6,5,2722,2,2,1
2050,52500000,Bahria Town,6,6,5445,2,2,1
2051,15000000,Bahria Town,4,3,1361,2,2,1
2052,14000000,Bahria Town,4,3,1361,2,2,1
2053,28500000,Bahria Town,5,5,2722,2,2,1
2054,14000000,Bahria Town,3,3,1361,2,2,1
2056,14000000,Bahria Town,3,3,1361,2,2,1
2057,14000000,Bahria Town,3,3,1361,2,2,1
2058,28500000,Bahria Town,5,5,2722,2,2,1
2062,15200000,Bahria Town,4,4,1361,2,2,1
2063,57500000,Bahria Town,7,7,5445,2,2,1
2067,25000000,Bahria Town,6,6,2722,2,2,1
2072,13500000,Bahria Town,4,3,1361,2,2,1
2075,26000000,Bahria Town,6,6,2722,2,2,1
2077,30000000,Bahria Town,6,5,2722,2,2,1
2081,15000000,Bahria Town,4,3,1361,2,2,1
2082,15000000,Bahria Town,4,3,1361,2,2,1
2083,15000000,Bahria Town,4,3,1361,2,2,1
2084,15000000,Bahria Town,4,3,1361,2,2,1
2085,13500000,Bahria Town,3,3,1361,2,2,1
2087,9900000,Bahria Town,4,3,1361,2,2,1
2093,13500000,Bahria Town,3,3,1361,2,2,1
2094,13000000,Bahria Town,3,3,1361,2,2,1
2095,15000000,Bahria Town,4,4,1361,2,2,1
2097,38000000,Bahria Town,5,5,3811,2,2,1
2100,12500000,Bahria Town,3,3,1361,2,2,1
2103,22000000,Bahria Town,5,4,2178,2,2,1
2111,30000000,Bahria Town,6,5,2722,2,2,1
2113,30000000,Bahria Town,5,5,2722,2,2,1
2114,30000000,Bahria Town,5,5,2722,2,2,1
2115,50000000,Bahria Town,8,7,5445,2,2,1
2116,50000000,Bahria Town,8,7,5445,2,2,1
2117,55000000,Bahria Town,8,7,5445,2,2,1
2118,14000000,Bahria Town,3,3,1361,2,2,1
2119,14000000,Bahria Town,3,3,1361,2,2,1
2120,15000000,Bahria Town,3,3,1361,2,2,1
2121,15000000,Bahria Town,3,3,1361,2,2,1
2122,15000000,Bahria Town,3,3,1361,2,2,1
2123,14500000,Bahria Town,3,3,1361,2,2,1
2124,14000000,Bahria Town,3,3,1361,2,2,1
2128,49500000,Bahria Town,8,7,5445,2,2,1
2129,15000000,Bahria Town,4,3,1361,2,2,1
2136,13500000,Bahria Town,4,3,1361,2,2,1
2137,11000000,Bahria Town,3,3,1361,2,2,1
2140,28000000,Bahria Town,5,4,2722,2,2,1
2141,28000000,Bahria Town,5,4,2722,2,2,1
2142,28000000,Bahria Town,5,4,2722,2,2,1
2143,28000000,Bahria Town,5,4,2722,2,2,1
2144,28000000,Bahria Town,5,4,2722,2,2,1
2145,28000000,Bahria Town,5,4,2722,2,2,1
2146,28000000,Bahria Town,5,4,2722,2,2,1
2147,28000000,Bahria Town,5,4,2722,2,2,1
2148,28000000,Bahria Town,5,4,2722,2,2,1
2149,28000000,Bahria Town,5,4,2722,2,2,1
2150,28000000,Bahria Town,5,4,2722,2,2,1
2151,28000000,Bahria Town,5,4,2722,2,2,1
2152,28000000,Bahria Town,5,4,2722,2,2,1
2153,28000000,Bahria Town,5,4,2722,2,2,1
2154,28000000,Bahria Town,5,4,2722,2,2,1
2155,28000000,Bahria Town,5,4,2722,2,2,1
2156,28000000,Bahria Town,5,4,2722,2,2,1
2157,28000000,Bahria Town,5,4,2722,2,2,1
2158,28000000,Bahria Town,5,4,2722,2,2,1
2159,28000000,Bahria Town,5,4,2722,2,2,1
2160,28000000,Bahria Town,5,4,2722,2,2,1
2161,28000000,Bahria Town,5,4,2722,2,2,1
2162,28000000,Bahria Town,5,4,2722,2,2,1
2163,28000000,Bahria Town,5,4,2722,2,2,1
2164,28000000,Bahria Town,5,4,2722,2,2,1
2165,28000000,Bahria Town,5,4,2722,2,2,1
2166,14000000,Bahria Town,3,3,1361,2,2,1
2167,14000000,Bahria Town,3,3,1361,2,2,1
2168,14000000,Bahria Town,3,3,1361,2,2,1
2169,14000000,Bahria Town,3,3,1361,2,2,1
2170,14000000,Bahria Town,3,3,1361,2,2,1
2171,14000000,Bahria Town,3,3,1361,2,2,1
2172,14000000,Bahria Town,3,3,1361,2,2,1
2173,14000000,Bahria Town,3,3,1361,2,2,1
2174,14000000,Bahria Town,3,3,1361,2,2,1
2175,14000000,Bahria Town,3,3,1361,2,2,1
2176,14000000,Bahria Town,3,3,1361,2,2,1
2177,14000000,Bahria Town,3,3,1361,2,2,1
2178,14000000,Bahria Town,3,3,1361,2,2,1
2179,14500000,Bahria Town,3,4,1361,2,2,1
2183,13000000,Bahria Town,3,3,1361,2,2,1
2184,13500000,Bahria Town,3,3,1361,2,2,1
2185,14000000,Bahria Town,3,3,1361,2,2,1
2186,14500000,Bahria Town,3,3,1361,2,2,1
2187,15000000,Bahria Town,3,3,1361,2,2,1
2193,13500000,Bahria Town,4,3,1361,2,2,1
2196,28000000,Bahria Town,5,4,2722,2,2,1
2215,28000000,Bahria Town,5,4,2722,2,2,1
2216,28000000,Bahria Town,5,4,2722,2,2,1
2217,28000000,Bahria Town,5,4,2722,2,2,1
2218,28000000,Bahria Town,5,4,2722,2,2,1
2219,28000000,Bahria Town,5,4,2722,2,2,1
2220,28000000,Bahria Town,5,4,2722,2,2,1
2221,28000000,Bahria Town,5,4,2722,2,2,1
2222,28000000,Bahria Town,5,4,2722,2,2,1
2223,28000000,Bahria Town,5,4,2722,2,2,1
