,Price,House_location,baths,beds,total_sqft,kitchens,tv_lounge,store
6840,22000000,DHA Defence,6,5,2722,2,2,1
6842,6500000,DHA Defence,3,3,2178,2,2,1
6843,45000000,DHA Defence,6,5,5445,2,2,1
6845,35000000,DHA Defence,5,5,4356,2,2,1
6852,45000000,DHA Defence,7,6,5445,2,2,1
6854,6500000,DHA Defence,3,3,2178,2,2,1
6855,3400000,DHA Defence,2,2,1361,2,2,1
6856,6350000,DHA Defence,3,3,2178,2,2,1
6857,3750000,DHA Defence,2,2,1361,2,2,1
6859,42500000,DHA Defence,4,4,5445,2,2,1
6864,33000000,DHA Defence,4,4,6534,2,2,1
6865,46000000,DHA Defence,5,5,5445,2,2,1
6866,21000000,DHA Defence,3,2,3267,2,2,1
6867,4500000,DHA Defence,2,2,1361,2,2,1
6868,45000000,DHA Defence,6,6,5445,2,2,1
6869,46000000,DHA Defence,5,5,5445,2,2,1
6872,45000000,DHA Defence,6,6,5445,2,2,1
6873,45000000,DHA Defence,6,5,5445,2,2,1
6874,36000000,DHA Defence,6,5,5445,2,2,1
6875,42000000,DHA Defence,6,6,5445,2,2,1
6876,3700000,DHA Defence,2,2,1361,2,2,1
6878,39000000,DHA Defence,6,5,5445,2,2,1
6879,45000000,DHA Defence,6,5,5445,2,2,1
6881,37000000,DHA Defence,6,5,5445,2,2,1
6884,16000000,DHA Defence,4,4,2722,2,2,1
6889,38000000,DHA Defence,6,5,5445,2,2,1
6890,41500000,DHA Defence,6,5,5445,2,2,1
6893,45000000,DHA Defence,8,8,5989,2,2,1
6894,44500000,DHA Defence,6,5,5445,2,2,1
6897,3300000,DHA Defence,2,2,1361,2,2,1
6898,6800000,DHA Defence,4,3,2178,2,2,1
6899,3500000,DHA Defence,2,2,1361,2,2,1
6900,3450000,DHA Defence,2,2,1361,2,2,1
6901,40000000,DHA Defence,5,5,5445,2,2,1
6902,2800000,DHA Defence,2,2,1361,2,2,1
6903,6300000,DHA Defence,4,3,2178,2,2,1
6904,19500000,DHA Defence,4,3,2994,2,2,1
6905,39000000,DHA Defence,6,5,5445,2,2,1
6906,45000000,DHA Defence,5,5,5445,2,2,1
6907,7500000,DHA Defence,3,3,2178,2,2,1
6908,7400000,DHA Defence,4,3,2178,2,2,1
6909,26500000,DHA Defence,4,4,4356,2,2,1
6910,4000000,DHA Defence,2,2,1361,2,2,1
6911,36000000,DHA Defence,6,5,5445,2,2,1
6912,45000000,DHA Defence,6,5,5445,2,2,1
6913,42500000,DHA Defence,7,6,5445,2,2,1
6914,39000000,DHA Defence,6,5,5445,2,2,1
6915,40000000,DHA Defence,6,5,5445,2,2,1
6916,45000000,DHA Defence,7,6,5445,2,2,1
6918,6700000,DHA Defence,4,3,2178,2,2,1
6919,45000000,DHA Defence,6,5,5445,2,2,1
6920,45000000,DHA Defence,7,6,5445,2,2,1
6921,45000000,DHA Defence,7,6,5445,2,2,1
6922,7200000,DHA Defence,2,3,2178,2,2,1
6923,7200000,DHA Defence,2,3,2178,2,2,1
6926,45000000,DHA Defence,6,5,5445,2,2,1
6927,44000000,DHA Defence,6,6,5445,2,2,1
6928,36000000,DHA Defence,6,5,5445,2,2,1
6929,44500000,DHA Defence,5,5,5445,2,2,1
6930,23000000,DHA Defence,4,4,3267,2,2,1
6931,7200000,DHA Defence,4,3,2178,2,2,1
6932,44500000,DHA Defence,5,5,5445,2,2,1
6933,3550000,DHA Defence,2,2,1361,2,2,1
6934,7000000,DHA Defence,3,3,2178,2,2,1
6935,3800000,DHA Defence,2,2,1361,2,2,1
6936,20000000,DHA Defence,3,5,2722,2,2,1
6937,2600000,DHA Defence,2,2,1361,2,2,1
6938,45500000,DHA Defence,7,6,5445,2,2,1
6939,22000000,DHA Defence,4,3,2994,2,2,1
6941,2300000,DHA Defence,2,2,1361,2,2,1
6942,7200000,DHA Defence,4,3,2178,2,2,1
6943,3600000,DHA Defence,2,2,1361,2,2,1
6946,3500000,DHA Defence,3,2,1361,2,2,1
6947,44000000,DHA Defence,6,5,5445,2,2,1
6949,42500000,DHA Defence,6,5,5445,2,2,1
6956,7000000,DHA Defence,4,3,2178,2,2,1
6957,3200000,DHA Defence,2,2,1361,2,2,1
6958,44000000,DHA Defence,6,5,5445,2,2,1
6960,5400000,DHA Defence,4,3,2178,2,2,1
6961,7200000,DHA Defence,4,3,2178,2,2,1
6962,3550000,DHA Defence,2,2,1361,2,2,1
6963,2300000,DHA Defence,2,2,1361,2,2,1
6964,2900000,DHA Defence,2,2,1361,2,2,1
6967,40000000,DHA Defence,3,3,5445,2,2,1
6968,7200000,DHA Defence,4,3,2178,2,2,1
6970,42000000,DHA Defence,6,5,5445,2,2,1
6971,45000000,DHA Defence,6,5,5445,2,2,1
6972,2400000,DHA Defence,2,2,1361,2,2,1
6973,27500000,DHA Defence,5,4,3267,2,2,1
6974,46000000,DHA Defence,7,6,5445,2,2,1
6975,38500000,DHA Defence,5,5,5445,2,2,1
6976,45000000,DHA Defence,7,6,5445,2,2,1
6977,43500000,DHA Defence,6,6,5445,2,2,1
6978,45000000,DHA Defence,6,5,5445,2,2,1
6979,7100000,DHA Defence,4,3,2178,2,2,1
6982,2700000,DHA Defence,2,2,1361,2,2,1
6983,45000000,DHA Defence,7,6,5445,2,2,1
6984,38500000,DHA Defence,6,5,5445,2,2,1
6985,19500000,DHA Defence,4,3,2994,2,2,1
6990,7200000,DHA Defence,4,3,2178,2,2,1
6992,3700000,DHA Defence,2,2,1361,2,2,1
6993,3600000,DHA Defence,2,2,1361,2,2,1
6995,19200000,DHA Defence,3,3,2994,2,2,1
6997,6500000,DHA Defence,4,3,2178,2,2,1
6998,7500000,DHA Defence,3,3,2178,2,2,1
6999,3600000,DHA Defence,2,2,1361,2,2,1
7000,2600000,DHA Defence,2,2,1361,2,2,1
7001,40000000,DHA Defence,6,5,5445,2,2,1
7002,2600000,DHA Defence,2,2,1361,2,2,1
7003,5800000,DHA Defence,4,3,2178,2,2,1
7013,3550000,DHA Defence,2,2,1361,2,2,1
7014,3800000,DHA Defence,2,2,1361,2,2,1
7015,26000000,DHA Defence,3,3,5445,2,2,1
7016,7450000,DHA Defence,3,3,2178,2,2,1
7017,4200000,DHA Defence,2,2,1361,2,2,1
7018,45000000,DHA Defence,5,5,5445,2,2,1
7019,21000000,DHA Defence,4,3,2994,2,2,1
7020,45000000,DHA Defence,6,5,5445,2,2,1
7021,45000000,DHA Defence,7,6,5445,2,2,1
7022,40000000,DHA Defence,5,5,5445,2,2,1
7023,3600000,DHA Defence,2,2,1361,2,2,1
7024,2800000,DHA Defence,2,2,1361,2,2,1
7025,3600000,DHA Defence,2,2,1361,2,2,1
7027,6200000,DHA Defence,4,3,2178,2,2,1
7028,7400000,DHA Defence,4,3,2178,2,2,1
7029,3500000,DHA Defence,2,2,1361,2,2,1
7030,2800000,DHA Defence,2,2,1361,2,2,1
7032,2300000,DHA Defence,2,2,1361,2,2,1
7033,3500000,DHA Defence,2,2,1361,2,2,1
7034,2800000,DHA Defence,2,2,1361,2,2,1
7035,2300000,DHA Defence,2,2,1361,2,2,1
7036,7400000,DHA Defence,4,3,2178,2,2,1
7037,6400000,DHA Defence,4,3,2178,2,2,1
7039,6500000,DHA Defence,3,3,2178,2,2,1
7040,7600000,DHA Defence,3,3,2178,2,2,1
7041,3500000,DHA Defence,2,2,1361,2,2,1
7042,44500000,DHA Defence,7,6,5445,2,2,1
7043,3600000,DHA Defence,2,2,1361,2,2,1
7044,2800000,DHA Defence,2,2,1361,2,2,1
7045,2300000,DHA Defence,2,2,1361,2,2,1
7046,7400000,DHA Defence,4,3,2178,2,2,1
7048,6200000,DHA Defence,4,3,2178,2,2,1
7049,3600000,DHA Defence,2,2,1361,2,2,1
7050,2800000,DHA Defence,2,2,1361,2,2,1
7051,2300000,DHA Defence,2,2,1361,2,2,1
7052,7500000,DHA Defence,4,3,2178,2,2,1
7053,6200000,DHA Defence,4,3,2178,2,2,1
7055,6650000,DHA Defence,4,3,2178,2,2,1
7056,6650000,DHA Defence,4,3,2178,2,2,1
7057,6650000,DHA Defence,4,3,2178,2,2,1
7058,6650000,DHA Defence,4,3,2178,2,2,1
7059,3500000,DHA Defence,2,2,1361,2,2,1
7060,3500000,DHA Defence,2,2,1361,2,2,1
7061,3500000,DHA Defence,2,2,1361,2,2,1
7062,3000000,DHA Defence,2,2,1361,2,2,1
7063,2350000,DHA Defence,2,2,1361,2,2,1
7064,3550000,DHA Defence,2,2,1361,2,2,1
7065,3000000,DHA Defence,2,2,1361,2,2,1
7066,2350000,DHA Defence,2,2,1361,2,2,1
7072,5800000,DHA Defence,4,3,2178,2,2,1
7073,5800000,DHA Defence,4,3,2178,2,2,1
7074,6700000,DHA Defence,4,3,2178,2,2,1
7076,6200000,DHA Defence,4,3,2178,2,2,1
7077,3200000,DHA Defence,2,2,1361,2,2,1
7078,7000000,DHA Defence,4,3,2178,2,2,1
7079,2950000,DHA Defence,2,2,1361,2,2,1
7080,27500000,DHA Defence,6,5,3267,2,2,1
7081,2300000,DHA Defence,2,2,1361,2,2,1
7083,3200000,DHA Defence,2,2,1361,2,2,1
7084,7500000,DHA Defence,4,3,2178,2,2,1
7085,6200000,DHA Defence,4,3,2178,2,2,1
7088,3600000,DHA Defence,2,2,1361,2,2,1
7089,2800000,DHA Defence,2,2,1361,2,2,1
7090,2300000,DHA Defence,2,2,1361,2,2,1
7091,45000000,DHA Defence,6,5,5445,2,2,1
7092,45000000,DHA Defence,7,6,5445,2,2,1
7093,24000000,DHA Defence,5,4,5445,2,2,1
7094,2300000,DHA Defence,2,2,1361,2,2,1
7095,45000000,DHA Defence,6,6,5445,2,2,1
7096,7200000,DHA Defence,3,3,2178,2,2,1
7097,44500000,DHA Defence,6,6,5445,2,2,1
7098,45500000,DHA Defence,7,6,5445,2,2,1
7099,7200000,DHA Defence,3,3,2178,2,2,1
7100,3100000,DHA Defence,2,2,1361,2,2,1
7101,3600000,DHA Defence,2,2,1361,2,2,1
7102,2800000,DHA Defence,2,2,1361,2,2,1
7103,2300000,DHA Defence,2,2,1361,2,2,1
7104,7500000,DHA Defence,4,3,2178,2,2,1
7105,6100000,DHA Defence,4,3,2178,2,2,1
7107,19500000,DHA Defence,4,3,2994,2,2,1
7108,45000000,DHA Defence,6,5,5445,2,2,1
7109,45000000,DHA Defence,6,5,5445,2,2,1
7111,43000000,DHA Defence,7,7,5445,2,2,1
7112,36700000,DHA Defence,6,6,4356,2,2,1
7114,46000000,DHA Defence,6,5,5445,2,2,1
7115,41000000,DHA Defence,6,5,5445,2,2,1
7116,20000000,DHA Defence,3,3,2994,2,2,1
7117,45000000,DHA Defence,6,5,5445,2,2,1
7118,24000000,DHA Defence,4,3,2994,2,2,1
7119,2300000,DHA Defence,2,2,1361,2,2,1
7120,35000000,DHA Defence,7,6,4356,2,2,1
7121,26000000,DHA Defence,4,3,5445,2,2,1
7122,2800000,DHA Defence,2,2,1361,2,2,1
7123,46000000,DHA Defence,6,6,5445,2,2,1
7124,19500000,DHA Defence,5,4,2994,2,2,1
7126,7500000,DHA Defence,4,3,2178,2,2,1
7128,2300000,DHA Defence,2,2,1361,2,2,1
7129,6500000,DHA Defence,3,3,2178,2,2,1
7130,38500000,DHA Defence,5,5,5445,2,2,1
7131,45000000,DHA Defence,7,6,5445,2,2,1
7132,44000000,DHA Defence,6,5,5445,2,2,1
7134,2400000,DHA Defence,2,2,1361,2,2,1
7137,6500000,DHA Defence,4,3,2178,2,2,1
7138,21500000,DHA Defence,4,3,3267,2,2,1
7139,2500000,DHA Defence,2,2,1361,2,2,1
7140,7500000,DHA Defence,4,3,2178,2,2,1
7151,44500000,DHA Defence,6,6,5445,2,2,1
7152,2300000,DHA Defence,2,2,1361,2,2,1
7153,7000000,DHA Defence,4,3,2178,2,2,1
7154,2950000,DHA Defence,2,2,1361,2,2,1
7155,6100000,DHA Defence,4,3,2178,2,2,1
7156,3600000,DHA Defence,2,2,1361,2,2,1
7158,3000000,DHA Defence,2,2,1361,2,2,1
7159,9000000,DHA Defence,3,3,2178,2,2,1
7162,2300000,DHA Defence,2,2,1361,2,2,1
7164,3600000,DHA Defence,2,2,1361,2,2,1
7165,44000000,DHA Defence,7,6,5445,2,2,1
7166,19500000,DHA Defence,4,3,2994,2,2,1
7167,8900000,DHA Defence,3,3,2178,2,2,1
7168,8000000,DHA Defence,3,3,2178,2,2,1
7169,3600000,DHA Defence,2,2,1361,2,2,1
7170,8000000,DHA Defence,3,3,2178,2,2,1
7171,6200000,DHA Defence,3,3,2178,2,2,1
7172,3600000,DHA Defence,2,2,1361,2,2,1
7173,8500000,DHA Defence,4,3,2178,2,2,1
7174,3600000,DHA Defence,2,2,1361,2,2,1
7175,3000000,DHA Defence,2,2,1361,2,2,1
7176,7000000,DHA Defence,4,3,2178,2,2,1
7177,45500000,DHA Defence,6,5,5445,2,2,1
7178,42500000,DHA Defence,7,6,5445,2,2,1
7179,36000000,DHA Defence,6,5,5445,2,2,1
7180,39500000,DHA Defence,6,5,5445,2,2,1
7181,27500000,DHA Defence,6,5,3539,2,2,1
7182,45000000,DHA Defence,7,6,5445,2,2,1
7183,37500000,DHA Defence,6,5,5445,2,2,1
7184,21000000,DHA Defence,3,3,2994,2,2,1
7200,45000000,DHA Defence,7,6,5445,2,2,1
7216,3800000,DHA Defence,2,2,1361,2,2,1
7219,38000000,DHA Defence,6,5,5445,2,2,1
7221,40000000,DHA Defence,5,5,5445,2,2,1
7223,45000000,DHA Defence,6,6,5445,2,2,1
7224,44000000,DHA Defence,6,6,5445,2,2,1
7225,43800000,DHA Defence,5,5,5445,2,2,1
7227,3450000,DHA Defence,2,2,1361,2,2,1
7229,3600000,DHA Defence,2,2,1361,2,2,1
7230,2800000,DHA Defence,2,2,1361,2,2,1
7231,2300000,DHA Defence,2,2,1361,2,2,1
7232,7500000,DHA Defence,4,3,2178,2,2,1
7234,6300000,DHA Defence,4,3,2178,2,2,1
7235,3600000,DHA Defence,2,2,1361,2,2,1
7237,2800000,DHA Defence,2,2,1361,2,2,1
7238,45000000,DHA Defence,7,6,5445,2,2,1
7239,45000000,DHA Defence,6,6,5445,2,2,1
7240,2300000,DHA Defence,2,2,1361,2,2,1
7241,7500000,DHA Defence,4,3,2178,2,2,1
7242,6300000,DHA Defence,4,3,2178,2,2,1
7243,3100000,DHA Defence,2,2,1361,2,2,1
7245,7500000,DHA Defence,4,3,2178,2,2,1
7246,6200000,DHA Defence,4,3,2178,2,2,1
7248,3600000,DHA Defence,2,2,1361,2,2,1
7249,2800000,DHA Defence,2,2,1361,2,2,1
7250,2300000,DHA Defence,2,2,1361,2,2,1
7252,8500000,DHA Defence,3,3,2178,2,2,1
7253,8000000,DHA Defence,4,3,2178,2,2,1
7254,8000000,DHA Defence,3,3,2178,2,2,1
7255,3500000,DHA Defence,2,2,1361,2,2,1
7256,2300000,DHA Defence,2,2,1361,2,2,1
7257,7500000,DHA Defence,4,3,2178,2,2,1
7258,6150000,DHA Defence,4,3,2178,2,2,1
7259,3000000,DHA Defence,2,2,1361,2,2,1
7260,3500000,DHA Defence,2,2,1361,2,2,1
7261,3500000,DHA Defence,2,2,1361,2,2,1
7262,44800000,DHA Defence,7,6,5445,2,2,1
7263,44000000,DHA Defence,7,6,5445,2,2,1
7266,22000000,DHA Defence,6,5,2722,2,2,1
7269,3650000,DHA Defence,2,2,1361,2,2,1
7271,3000000,DHA Defence,2,2,1361,2,2,1
7272,2800000,DHA Defence,2,2,1361,2,2,1
7273,7000000,DHA Defence,4,3,2178,2,2,1
7274,7500000,DHA Defence,3,3,2178,2,2,1
7275,6200000,DHA Defence,3,3,2178,2,2,1
7276,2800000,DHA Defence,2,2,1361,2,2,1
7277,3600000,DHA Defence,2,2,1361,2,2,1
7278,2400000,DHA Defence,2,2,1361,2,2,1
7279,2300000,DHA Defence,2,2,1361,2,2,1
7280,3500000,DHA Defence,2,2,1361,2,2,1
7281,2800000,DHA Defence,2,2,1361,2,2,1
7282,2300000,DHA Defence,2,2,1361,2,2,1
7283,45000000,DHA Defence,6,6,5445,2,2,1
7284,7500000,DHA Defence,4,3,2178,2,2,1
7285,3700000,DHA Defence,2,2,1361,2,2,1
7286,8200000,DHA Defence,3,3,2178,2,2,1
7287,4500000,DHA Defence,2,2,1361,2,2,1
7288,8500000,DHA Defence,3,3,2178,2,2,1
7290,3600000,DHA Defence,2,2,1361,2,2,1
7291,8200000,DHA Defence,3,3,2178,2,2,1
7293,45000000,DHA Defence,7,6,5445,2,2,1
7294,2800000,DHA Defence,2,2,1361,2,2,1
7295,3600000,DHA Defence,2,2,1361,2,2,1
7296,2300000,DHA Defence,2,2,1361,2,2,1
7297,45000000,DHA Defence,6,5,5445,2,2,1
7298,4000000,DHA Defence,2,2,1361,2,2,1
7299,6700000,DHA Defence,3,3,2178,2,2,1
7300,3600000,DHA Defence,2,2,1361,2,2,1
7301,3300000,DHA Defence,2,2,1361,2,2,1
7302,3300000,DHA Defence,2,2,1361,2,2,1
7303,3600000,DHA Defence,2,2,1361,2,2,1
7307,19000000,other,4,3,2994,2,2,1
7309,30000000,other,4,5,5445,2,2,1
7314,7500000,Defence Road,5,4,1361,2,2,1
7315,3700000,Defence Road,3,2,898,1,1,0
7316,6800000,Defence Road,4,3,1361,2,2,1
7318,7500000,Defence Road,5,4,1361,2,2,1
7319,5700000,Defence Road,2,2,1361,2,2,1
7322,21500000,Defence Road,4,3,3784,2,2,1
7323,6000000,Defence Road,3,2,1361,2,2,1
7324,5800000,Defence Road,3,2,1361,2,2,1
7325,4800000,Defence Road,2,2,1089,1,2,0
7326,14500000,Defence Road,5,5,2722,2,2,1
7327,8000000,Defence Road,4,4,1361,2,2,1
7328,17000000,Defence Road,6,6,2722,2,2,1
7329,8000000,Defence Road,5,5,1361,2,2,1
7330,6200000,Defence Road,2,2,1361,2,2,1
7333,7800000,Defence Road,3,3,1361,2,2,1
7336,8800000,Defence Road,4,3,1824,2,2,1
7337,5000000,Defence Road,2,2,816,1,1,0
7340,4900000,Defence Road,2,2,952,1,1,0
7342,3500000,Defence Road,2,2,680,1,1,0
7343,6000000,Defence Road,2,2,1361,2,2,1
7344,4500000,Defence Road,2,2,1170,1,2,0
7345,5700000,Defence Road,2,2,1361,2,2,1
7346,7200000,Defence Road,4,3,1633,2,2,1
7347,5500000,Defence Road,3,2,1361,2,2,1
7348,8000000,Defence Road,5,5,1361,2,2,1
7350,6000000,Defence Road,2,2,1361,2,2,1
7351,5000000,Defence Road,3,2,1633,2,2,1
7353,9000000,Defence Road,4,4,1769,2,2,1
7354,8000000,Defence Road,3,3,1361,2,2,1
7358,4500000,Defence Road,2,2,1225,1,2,0
7362,8500000,Defence Road,5,4,1361,2,2,1
7363,7000000,Defence Road,3,2,1905,2,2,1
7364,5000000,Defence Road,2,2,1089,1,2,0
7365,6000000,Defence Road,2,2,1361,2,2,1
7366,4800000,Defence Road,2,2,1089,1,2,0
7374,6000000,Defence Road,2,2,1361,2,2,1
7375,5500000,Defence Road,3,2,1361,2,2,1
7376,8000000,Defence Road,5,5,1361,2,2,1
7380,9000000,Defence Road,2,3,1633,2,2,1
7381,5000000,Defence Road,2,2,816,1,1,0
7382,6500000,Defence Road,3,2,1361,2,2,1
7387,6000000,Dhamyal Road,5,6,1361,2,2,1
7388,9900000,Dhamyal Road,5,6,5445,2,2,1
7390,9300000,Dhamyal Road,5,6,5445,2,2,1
7391,4000000,Dhamyal Road,3,2,1361,2,2,1
7394,7500000,Dhamyal Road,4,4,1633,2,2,1
7395,5300000,Dhamyal Road,2,3,1633,2,2,1
7397,11000000,Dhamyal Road,6,6,2722,2,2,1
7398,3900000,Dhamyal Road,2,2,1089,1,2,0
7399,3300000,Dhamyal Road,2,3,1089,1,2,0
7400,5000000,Dhamyal Road,2,3,1633,2,2,1
7402,10000000,Dhamyal Road,4,6,2722,2,2,1
7404,3900000,Dhamyal Road,2,3,816,1,1,0
7405,2800000,Dhamyal Road,2,3,816,1,1,0
7410,8500000,Dhamyal Road,6,6,1633,2,2,1
7411,3800000,Dhamyal Road,2,2,1361,2,2,1
7412,2000000,Dhamyal Road,2,2,816,1,1,0
7414,4200000,Dhamyal Road,4,3,1361,2,2,1
7415,3500000,Dhamyal Road,2,2,1089,1,2,0
7417,4800000,Dhamyal Road,3,3,1633,2,2,1
7419,4700000,Dhamyal Road,3,3,1361,2,2,1
7423,3000000,Dhamyal Road,2,3,816,1,1,0
7429,8500000,Dhamyal Road,6,6,1633,2,2,1
7430,3800000,Dhamyal Road,2,2,1361,2,2,1
7431,2000000,Dhamyal Road,2,2,816,1,1,0
7433,3500000,Dhamyal Road,2,2,1089,1,2,0
7434,4200000,Dhamyal Road,4,3,1361,2,2,1
7435,9000000,Dhamyal Road,4,4,2722,2,2,1
7436,4800000,Dhamyal Road,3,3,1633,2,2,1
7438,4700000,Dhamyal Road,3,3,1361,2,2,1
7443,7000000,Dhamyal Road,2,3,1361,2,2,1
7444,8500000,other,4,6,1497,2,2,1
7445,5000000,other,4,5,952,1,1,0
7446,7500000,other,4,6,1633,2,2,1
7447,10000000,other,4,4,1905,2,2,1
7448,6800000,other,3,4,1497,2,2,1
7449,13000000,other,5,5,2178,2,2,1
7450,7000000,other,5,6,1225,1,2,0
7451,12500000,other,6,5,2178,2,2,1
7452,5200000,other,3,3,1633,2,2,1
7453,5200000,other,4,5,1225,1,2,0
7454,25000000,other,6,8,5445,2,2,1
7455,1800000,other,2,2,544,1,1,0
7456,14000000,Dhok Kashmirian,4,4,1442,2,2,1
7457,8000000,Dhok Kashmirian,5,6,1361,2,2,1
7458,9500000,Dhok Kashmirian,4,4,816,1,1,0
7459,12500000,Dhok Kashmirian,4,4,1089,1,2,0
7460,7500000,Dhok Kashmirian,3,6,1361,2,2,1
7461,7500000,Dhok Kashmirian,4,4,1225,1,2,0
7462,15000000,Dhok Kashmirian,4,6,1905,2,2,1
7464,15000000,Dhok Kashmirian,6,6,1905,2,2,1
7465,15500000,Dhok Kashmirian,4,4,1361,2,2,1
7466,15000000,Dhok Kashmirian,4,6,1905,2,2,1
7467,15500000,Dhok Kashmirian,4,5,1361,2,2,1
7468,5500000,Dhok Kashmirian,2,3,1089,1,2,0
7473,15000000,Dhok Kashmirian,6,6,1905,2,2,1
7474,15500000,Dhok Kashmirian,6,6,1361,2,2,1
7479,12000000,Dhok Kashmirian,4,4,1225,1,2,0
7480,7500000,Dhok Kashmirian,4,4,680,1,1,0
7482,16000000,Dhok Kashmirian,6,6,1361,2,2,1
7483,15000000,Dhok Paracha,6,6,1361,2,2,1
7484,14000000,Dhok Paracha,6,6,1361,2,2,1
7485,28000000,Dhok Paracha,4,3,2722,2,2,1
7486,15000000,Dhok Paracha,6,7,1361,2,2,1
7487,20000000,Dhok Paracha,5,4,2559,2,2,1
7488,18000000,Dhok Paracha,4,4,1633,2,2,1
7489,15000000,Dhok Paracha,4,4,1361,2,2,1
7491,18000000,Dhok Paracha,4,4,1633,2,2,1
7492,15000000,Dhok Paracha,4,4,1361,2,2,1
7493,18000000,Dhok Paracha,4,5,1633,2,2,1
7494,15000000,Dhok Paracha,4,5,1361,2,2,1
7495,8000000,Dhok Paracha,2,2,1361,2,2,1
7496,9000000,Dhok Paracha,2,2,1361,2,2,1
7497,8000000,Dhok Paracha,2,2,1361,2,2,1
7498,6000000,Dhok Paracha,2,2,544,1,1,0
7501,18000000,Dhok Paracha,4,4,1633,2,2,1
7504,5500000,Dhok Sayedan Road,4,4,1361,2,2,1
7505,4500000,Dhok Sayedan Road,2,2,1089,1,2,0
7506,6000000,Dhok Sayedan Road,2,2,1361,2,2,1
7507,3200000,Dhok Sayedan Road,2,4,735,1,1,0
7509,4500000,Dhok Sayedan Road,3,8,1769,2,2,1
7510,11000000,Dhok Sayedan Road,5,6,2178,2,2,1
7513,6500000,Dhok Sayedan Road,4,6,1361,2,2,1
7514,4500000,Dhok Sayedan Road,2,2,1361,2,2,1
7515,3200000,Dhok Sayedan Road,2,3,816,1,1,0
7516,6000000,Dhok Sayedan Road,2,2,1361,2,2,1
7517,6800000,Dhok Sayedan Road,5,4,1361,2,2,1
7518,7000000,Dhok Sayedan Road,2,2,1905,2,2,1
7521,6000000,Dhok Sayedan Road,2,2,1633,2,2,1
7522,5500000,Dhok Sayedan Road,4,6,1633,2,2,1
7523,5000000,Dhok Sayedan Road,2,2,1361,2,2,1
7528,4000000,Dhok Sayedan Road,2,5,816,1,1,0
7529,5000000,Dhok Sayedan Road,2,2,1361,2,2,1
7530,3700000,Dhok Sayedan Road,3,2,1089,1,2,0
7531,5800000,Dhok Sayedan Road,3,4,1089,1,2,0
7535,3800000,Dhok Sayedan Road,2,2,1225,1,2,0
7536,3800000,Dhok Sayedan Road,3,2,1225,1,2,0
7537,3000000,Dhok Sayedan Road,2,2,952,1,1,0
7538,3200000,Dhok Sayedan Road,2,2,871,1,1,0
7539,5000000,Dhok Sayedan Road,2,2,1361,2,2,1
7540,3500000,Dhok Sayedan Road,2,4,816,1,1,0
7543,3800000,Dhok Sayedan Road,3,2,1225,1,2,0
7544,3000000,Dhok Sayedan Road,2,2,952,1,1,0
7545,3200000,Dhok Sayedan Road,2,2,871,1,1,0
7546,6500000,other,3,2,1633,2,2,1
7547,11000000,other,5,4,2722,2,2,1
7548,8000000,other,4,8,2178,2,2,1
7549,3800000,other,2,2,1089,1,2,0
7550,4000000,other,2,2,1089,1,2,0
7551,8500000,other,3,5,1633,2,2,1
7552,8000000,other,3,4,1633,2,2,1
7553,7000000,other,6,6,952,1,1,0
7554,10500000,other,6,6,1361,2,2,1
7555,7500000,other,5,5,1116,1,2,0
7556,4000000,other,2,4,680,1,1,0
7557,3500000,other,4,4,816,1,1,0
7560,4000000,other,3,4,816,1,1,0
7564,4400000,other,2,2,1361,2,2,1
7568,10000000,other,6,6,2994,2,2,1
7575,3500000,other,2,4,952,1,1,0
7584,38000000,E-11,7,7,2722,2,2,1
7588,21500000,E-11,7,6,1633,2,2,1
7591,75000000,E-11,8,7,5445,2,2,1
7596,30800000,E-11,5,4,2722,2,2,1
7597,30800000,E-11,5,4,2722,2,2,1
7598,76000000,E-11,7,6,5445,2,2,1
7603,77500000,E-11,7,7,5445,2,2,1
7605,37500000,E-11,6,6,2722,2,2,1
7612,42500000,E-11,6,6,2994,2,2,1
7613,37500000,E-11,5,5,2722,2,2,1
7616,37500000,E-11,5,5,2722,2,2,1
7618,75000000,E-11,7,6,5445,2,2,1
7626,9500000,E-11,5,4,1361,2,2,1
7633,23500000,E-11,2,2,2178,2,2,1
7637,30000000,E-11,6,5,2178,2,2,1
7639,32500000,E-11,5,5,2450,2,2,1
7640,65000000,E-11,7,6,4900,2,2,1
7644,25000000,E-11,6,5,1824,2,2,1
7645,32500000,E-11,5,5,2450,2,2,1
7649,48000000,E-11,7,7,3811,2,2,1
7652,55000000,E-11,5,5,3811,2,2,1
7653,70000000,E-11,8,7,5445,2,2,1
7657,37500000,E-11,5,4,2722,2,2,1
7660,43500000,E-11,6,6,3403,2,2,1
7661,28500000,E-11,4,4,2178,2,2,1
7662,26000000,E-11,4,5,1824,2,2,1
7664,65000000,E-11,7,7,5445,2,2,1
7666,32500000,E-11,5,5,2450,2,2,1
7667,32500000,E-11,5,5,2450,2,2,1
7668,47000000,E-11,7,7,3375,2,2,1
7669,27500000,E-11,5,4,2178,2,2,1
7671,38000000,E-11,7,6,2749,2,2,1
7672,47000000,E-11,7,7,3267,2,2,1
7673,70000000,E-11,6,6,5445,2,2,1
7676,52500000,E-11,6,5,3893,2,2,1
7679,25500000,E-11,5,4,1824,2,2,1
7682,47500000,E-11,6,6,3375,2,2,1
7685,72000000,E-11,8,8,5445,2,2,1
7687,154000000,E-11,8,7,10890,2,2,1
