,Price,House_location,baths,beds,total_sqft,portion,garage
5274,30000,I-10,2,2,1633,1,1
5275,32000,I-10,2,2,1633,1,1
5276,30000,I-10,2,2,1361,1,0
5277,28000,I-10,2,2,1633,1,1
5303,38000,Bahria Town,3,3,2722,1,1
5304,26000,G-15,2,2,2178,1,1
5305,36000,G-8,1,2,2722,1,1
5331,55000,G-13,3,3,3865,1,2
5356,40000,Bahria Town,3,3,2722,1,1
5358,80000,I-8,3,3,3865,1,2
5367,39000,G-11,2,3,1633,1,1
5368,55000,G-11,3,3,3811,1,2
5369,35000,G-11,1,2,2178,1,1
5370,25000,I-10,2,2,1089,1,0
5371,26000,PWD Housing Scheme,2,2,2178,1,1
5372,25000,PWD Housing Scheme,2,2,2531,1,1
5373,30000,I-10,2,2,1361,1,0
5374,28000,I-10,2,2,1633,1,1
5375,25000,I-10,2,2,1633,1,1
5376,70000,I-8,4,4,2722,1,1
5377,75000,I-8,3,3,3267,1,2
5379,60000,I-8,3,3,3267,1,2
5380,70000,I-8,3,3,3267,1,2
5382,55000,I-8,3,3,3267,1,2
5386,85000,I-8,3,3,2722,1,1
5387,75000,I-8,3,3,3267,1,2
5388,65000,I-8,3,3,2722,1,1
5389,60000,I-8,3,3,2722,1,1
5390,55000,I-8,3,3,2722,1,1
5391,65000,I-8,3,3,3267,1,2
5392,32000,I-10,2,2,1633,1,1
5393,35000,I-10,2,2,1633,1,1
5394,32000,I-10,2,2,1633,1,1
5395,65000,I-8,3,3,3267,1,2
5396,65000,I-8,3,3,3267,1,2
5399,60000,I-8,3,3,3267,1,2
5400,65000,I-8,3,3,3267,1,2
5402,65000,I-8,3,3,3267,1,2
5403,56000,I-8,3,3,3267,1,2
5404,55000,I-8,3,3,3267,1,2
5405,57000,I-8,3,3,3267,1,2
5406,59000,I-8,3,3,3267,1,2
5407,28000,I-10,2,2,1633,1,1
5408,58000,I-8,3,3,3267,1,2
5409,70000,I-8,3,3,3267,1,2
5410,70000,I-8,3,3,3267,1,2
5416,50000,G-10,3,3,3267,1,2
5418,75000,I-8,3,3,3267,1,2
5419,75000,I-8,3,3,3267,1,2
5420,60000,I-8,3,3,3267,1,2
5422,48000,G-11,4,3,1905,1,1
5423,75000,I-8,3,3,3267,1,2
5424,50000,I-8,3,3,3267,1,2
5425,70000,I-8,3,3,3267,1,2
5426,55000,I-8,3,3,3267,1,2
5428,28000,G-15,3,3,1905,1,1
5430,58000,I-8,2,2,3267,1,2
5433,60000,I-8,3,3,3865,1,2
5434,18000,I-10,1,2,1089,1,0
5436,25000,G-13,2,2,1089,1,0
5438,65000,I-8,3,3,3267,1,2
5439,65000,I-8,3,3,3267,1,2
5440,55000,I-8,3,3,3267,1,2
5442,60000,I-8,3,3,3267,1,2
5443,55000,I-8,3,3,2722,1,1
5444,65000,I-8,3,3,3267,1,2
5447,35000,I-10,2,2,1633,1,1
5448,28000,I-10,2,2,1633,1,1
5449,65000,I-8,3,3,3267,1,2
5450,55000,I-8,3,3,2722,1,1
5451,50000,I-8,3,3,3267,1,2
5453,60000,I-8,3,3,3267,1,2
5454,65000,I-8,4,3,3267,1,2
5455,55000,I-8,3,3,3267,1,2
5456,27000,I-10,2,2,1824,1,1
5457,65000,I-8,3,3,3267,1,2
5459,75000,I-8,3,3,3267,1,2
5460,60000,I-8,3,3,3267,1,2
5461,50000,I-8,3,3,3267,1,2
5463,75000,I-8,3,3,3267,1,2
5464,65000,I-8,4,3,3267,1,2
5465,25000,PWD Housing Scheme,2,2,2722,1,1
5469,50000,G-11,2,2,1905,1,1
5470,50000,G-11,2,2,1905,1,1
5471,28000,G-11,2,2,1089,1,0
5472,30000,G-11,2,2,1361,1,0
5473,45000,G-11,2,2,1905,1,1
5474,50000,G-13,4,3,2722,1,1
5475,75000,I-8,3,3,3267,1,2
5484,60000,I-8,3,3,3267,1,2
5485,65000,I-8,3,3,3267,1,2
5486,70000,I-8,3,3,3267,1,2
5487,60000,I-8,3,3,3267,1,2
5488,62000,I-8,3,3,3267,1,2
5489,69000,I-8,3,3,3267,1,2
5491,58000,I-8,3,3,3267,1,2
5492,60000,I-8,3,3,3267,1,2
5493,60000,I-8,3,3,3267,1,2
5494,72500,I-8,3,3,3267,1,2
5495,65000,I-8,3,3,3267,1,2
5498,60000,I-8,3,3,3267,1,2
5499,70000,I-8,3,3,3267,1,2
5500,60000,I-8,3,3,3267,1,2
5505,70000,G-11,3,3,3267,1,2
5506,65000,G-11,3,3,3267,1,2
5507,45000,G-11,2,2,1905,1,1
5508,42000,G-11,2,2,1905,1,1
5509,40000,G-11,2,2,1905,1,1
5510,38000,G-11,2,2,1905,1,1
5511,35000,G-11,2,2,1905,1,1
5512,28000,G-11,2,2,1361,1,0
5513,30000,G-11,2,2,1361,1,0
5514,33000,G-11,2,2,1361,1,0
5515,35000,G-11,2,2,1361,1,0
5516,37000,G-11,2,2,1361,1,0
5517,45000,G-11,2,2,1905,1,1
5518,50000,G-11,2,2,1905,1,1
5519,55000,G-11,2,2,1905,1,1
5520,60000,G-11,2,2,1905,1,1
5521,60000,G-11,2,2,1905,1,1
5523,62000,I-8,3,3,2722,1,1
5526,39000,G-11,2,3,1633,1,1
5530,26000,G-9,2,2,1361,1,0
5533,65000,I-8,3,3,3865,1,2
5534,55000,I-8,3,3,3865,1,2
5535,63000,I-8,3,3,3865,1,2
5536,35000,G-15,3,3,2722,1,1
5537,18000,G-15,2,2,1905,1,1
5539,26000,G-9,2,2,1361,1,0
5541,75000,F-11,3,3,598,1,0
5546,24000,CBR Town,2,2,1905,1,1
5548,65000,I-8,3,3,3267,1,2
5549,65000,I-8,3,3,3267,1,2
5550,60000,I-8,3,3,3267,1,2
5551,55000,I-8,3,3,3267,1,2
5552,55000,I-8,3,3,3267,1,2
5553,60000,I-8,3,3,3267,1,2
5554,60000,I-8,3,3,3267,1,2
5555,60000,I-8,3,3,3267,1,2
5556,65000,I-8,3,3,3267,1,2
5557,55000,I-8,3,3,2722,1,1
5558,39000,G-11,2,3,1633,1,1
5559,50000,I-8,3,3,2722,1,1
5560,19000,G-11,1,1,1361,1,0
5562,70000,I-8,3,3,3267,1,2
5563,62000,I-8,3,3,3267,1,2
5564,60000,I-8,3,3,3267,1,2
5565,70000,I-8,3,3,3267,1,2
5571,65000,I-8,3,3,3267,1,2
5579,40000,G-13,3,2,1905,1,1
5580,35000,G-10,3,2,1361,1,0
5583,25000,PWD Housing Scheme,2,2,2722,1,1
5584,40000,DHA Defence,3,2,2722,1,1
5585,45000,G-13,3,3,1905,1,1
5586,42000,G-13,3,2,2178,1,1
5588,55000,I-8,3,3,3267,1,2
5589,55000,I-8,3,3,3267,1,2
5590,65000,I-8,3,3,3267,1,2
5591,70000,I-8,3,3,3267,1,2
5593,55000,I-8,3,3,2722,1,1
5594,62000,I-8,3,3,2722,1,1
5595,60000,I-8,3,3,2722,1,1
5600,32000,G-11,2,2,1089,1,0
5606,32000,DHA Defence,4,3,3267,1,2
5607,35000,DHA Defence,4,3,2722,1,1
5609,65000,I-8,3,3,2722,1,1
5614,30000,Soan Garden,3,3,3267,1,2
5615,35000,Soan Garden,3,3,2994,1,2
5616,25000,Soan Garden,3,3,2722,1,1
5617,30000,Soan Garden,3,3,3267,1,2
5619,35000,PWD Housing Scheme,4,3,3267,1,2
5620,35000,PWD Housing Scheme,4,3,3267,1,2
5621,25000,PWD Housing Scheme,2,2,2722,1,1
5622,22000,PWD Housing Scheme,2,2,2722,1,1
5623,55000,I-8,3,3,2722,1,1
5630,65000,I-8,3,3,2722,1,1
5634,75000,I-8,3,3,3267,1,2
5636,50000,I-8,3,3,3267,1,2
5637,60000,I-8,3,3,3267,1,2
5639,55000,I-8,3,3,2722,1,1
5645,65000,I-8,3,3,2722,1,1
5653,28000,G-15,3,3,2178,1,1
5656,50000,DHA Defence,2,2,2994,1,2
5661,52000,G-9,3,3,3865,1,2
5662,45000,G-14,4,3,2722,1,1
5663,25000,G-13,2,2,1089,1,0
5666,27000,PWD Housing Scheme,3,3,2722,1,1
5667,27000,PWD Housing Scheme,3,3,2722,1,1
5668,27000,National Police Foundation O-9,2,2,2722,1,1
5670,25000,National Police Foundation O-9,3,3,2722,1,1
5671,25000,National Police Foundation O-9,3,3,2722,1,1
5674,27000,I-10,2,2,1361,1,0
5675,55000,G-13,5,5,3811,1,2
5676,25000,I-10,2,2,1089,1,0
5677,22000,I-10,1,2,1089,1,0
5679,43000,G-13,3,3,1905,1,1
5694,38000,G-11,2,2,2178,1,1
5695,38000,G-11,2,2,2178,1,1
5696,60000,I-8,3,3,3267,1,2
5697,40000,D-12,3,3,1361,1,0
5698,62000,G-11,3,3,3267,1,2
5699,70000,I-8,3,3,3267,1,2
5700,35000,G-8,2,2,1633,1,1
5702,68000,I-8,3,3,3267,1,2
5703,60000,I-8,3,3,3267,1,2
5704,58000,I-8,3,3,3865,1,2
5709,35000,G-13,3,3,2178,1,1
5710,24000,G-13,2,2,1089,1,0
5713,30000,G-15,3,2,1905,1,1
5714,42000,G-13,3,3,3920,1,2
5716,40000,Bahria Town,3,3,2722,1,1
5717,30000,G-11,1,1,1361,1,0
5725,70000,E-11,3,3,3811,1,2
5726,65000,E-11,3,3,3811,1,2
5727,55000,E-11,2,2,2722,1,1
5728,50000,E-11,2,2,2178,1,1
5729,45000,E-11,2,2,1633,1,1
5730,40000,E-11,2,2,1633,1,1
5743,45000,Bahria Town,3,3,2722,1,1
5751,23000,G-13,2,2,1197,1,0
5755,40000,G-9,2,2,1633,1,1
5756,36000,PWD Housing Scheme,3,3,3267,1,2
5757,35000,PWD Housing Scheme,4,3,3267,1,2
5759,70000,I-8,3,3,3267,1,2
5763,28000,National Police Foundation O-9,2,2,2722,1,1
5764,55000,G-9,2,2,3865,1,2
5766,45000,Bahria Town,3,3,2722,1,1
5767,55000,G-13,5,5,3811,1,2
5768,40000,G-13,3,3,2722,1,1
5777,85000,F-11,3,3,490,1,0
5786,25000,G-13,2,2,1197,1,0
5787,45000,G-11,3,3,1905,1,1
5788,65000,G-11,3,3,3267,1,2
5800,60000,G-11,3,3,3865,1,2
5809,60000,I-8,3,3,3865,1,2
5810,65000,I-8,3,3,3865,1,2
5811,65000,I-8,3,3,3865,1,2
5813,45000,G-13,3,3,2722,1,1
5816,25000,Ghauri Town,4,3,2722,1,1
5826,60000,G-11,3,4,2423,1,1
5831,30000,FECHS,3,2,2722,1,1
5838,35000,G-8,2,2,1824,1,1
5839,55000,G-13,3,3,3865,1,2
5847,33000,Bahria Town Rawalpindi,3,3,2722,1,1
5851,28000,other,3,3,2722,1,1
5852,12000,Airport Housing Society,2,2,1633,1,1
5854,33000,Bahria Town Rawalpindi,3,3,2722,1,1
5857,25000,Bahria Town Rawalpindi,3,3,2722,1,1
5858,25000,Bahria Town Rawalpindi,3,3,2722,1,1
5859,25000,Bahria Town Rawalpindi,3,3,2722,1,1
5860,38000,Satellite Town,3,3,1905,1,1
5862,18000,other,2,2,1633,1,1
5863,20000,Bahria Town Rawalpindi,2,2,2450,1,1
5868,52000,Satellite Town,4,4,2722,1,1
5869,16000,Chaklala Scheme,2,2,1633,1,1
5870,30000,Bahria Town Rawalpindi,3,3,1361,1,0
5871,16000,other,2,2,1633,1,1
5872,32000,other,3,3,2722,1,1
5876,35000,other,3,2,2722,1,1
5878,35000,Bahria Town Rawalpindi,2,2,2722,1,1
5880,30000,Bahria Town Rawalpindi,5,3,1905,1,1
5885,40000,Satellite Town,2,3,2232,1,1
5886,18000,Dhok Kashmirian,2,2,816,1,0
5890,40000,Bahria Town Rawalpindi,3,3,2722,1,1
5899,36000,Bahria Town Rawalpindi,3,3,3267,1,2
5900,18000,Peshawar Road,3,2,1905,1,1
5905,25000,Chaklala Scheme,3,2,2722,1,1
5909,35000,Chaklala Scheme,3,3,2722,1,1
5911,34000,Media Town,4,3,3267,1,2
5912,15000,other,2,2,2722,1,1
5913,24000,Khayaban-e-Sir Syed,3,4,2178,1,1
5915,36000,Peshawar Road,4,4,2722,1,1
5916,20000,other,2,2,1361,1,0
5917,33000,Media Town,4,3,3267,1,2
5921,20000,other,2,2,2178,1,1
5927,20500,Gulraiz Housing Scheme,3,3,2722,1,1
5931,33000,Airport Housing Society,3,3,2178,1,1
5932,35000,Bahria Town Rawalpindi,3,3,2722,1,1
5933,27000,other,2,2,2722,1,1
5934,17000,Gulshan Abad,2,2,2722,1,1
5940,17000,Chaklala Scheme,2,2,2994,1,2
5942,18000,Afshan Colony,2,2,2178,1,1
5943,20000,other,2,2,1361,1,0
5945,28000,Bahria Town Rawalpindi,3,3,2314,1,1
5951,15000,other,2,2,1361,1,0
5955,55000,Chaklala Scheme,3,3,3811,1,2
5956,25000,Chaklala Scheme,2,2,1361,1,0
5958,40000,Chaklala Scheme,3,3,2722,1,1
5959,40000,Satellite Town,3,3,1905,1,1
5960,40000,Satellite Town,3,3,1905,1,1
5961,40000,Satellite Town,3,3,1905,1,1
5962,40000,Satellite Town,3,3,1905,1,1
5963,45000,Satellite Town,3,3,1905,1,1
5965,28000,Bahria Town Rawalpindi,3,3,2722,1,1
5966,30000,other,3,3,3267,1,2
5967,30000,other,3,3,2722,1,1
5968,22000,other,3,3,2722,1,1
5969,15000,other,2,2,1361,1,0
5970,10000,other,2,3,1633,1,1
5973,10000,other,2,3,1633,1,1
5974,14000,Adiala Road,2,2,1361,1,0
5976,30000,Bahria Town Rawalpindi,3,3,2722,1,1
5977,11000,Range Road,2,2,1633,1,1
5978,11000,Range Road,2,2,1633,1,1
5980,33000,Media Town,3,2,3267,1,2
5981,15000,other,2,3,1361,1,0
5982,18000,other,3,2,1905,1,1
5983,30000,Gulraiz Housing Scheme,4,3,2722,1,1
5984,15000,other,2,3,1361,1,0
5986,22000,other,3,2,2722,1,1
5987,25000,Bahria Town Rawalpindi,4,3,2722,1,1
5988,24000,other,3,4,2722,1,1
5989,24000,other,3,4,2722,1,1
5990,25000,Satellite Town,2,2,1197,1,0
5993,40000,other,2,2,2178,1,1
5994,25000,Satellite Town,2,2,1225,1,0
5995,25000,other,2,2,2722,1,1
5998,18000,other,1,2,816,1,0
5999,15000,Adiala Road,2,2,1361,1,0
6000,25000,Peshawar Road,2,2,2722,1,1
6001,35000,Satellite Town,3,3,2722,1,1
6002,40000,other,2,2,2178,1,1
6003,30000,other,2,2,2722,1,1
6004,24000,Gulraiz Housing Scheme,3,3,1905,1,1
6005,35000,Gulraiz Housing Scheme,4,3,3267,1,2
6007,25000,Gulraiz Housing Scheme,2,3,1361,1,0
6009,35000,Satellite Town,2,2,1361,1,0
6010,15000,Misryal Road,2,3,2722,1,1
6011,30000,other,3,3,2450,1,1
6012,30000,Chaklala Scheme,3,3,2722,1,1
6014,11000,other,2,2,1007,1,0
6015,17000,Adiala Road,2,2,1633,1,1
6017,17000,Adiala Road,2,2,1633,1,1
6020,30000,other,2,3,1361,1,0
6021,19000,Gulraiz Housing Scheme,3,2,1905,1,1
6022,19000,Gulraiz Housing Scheme,3,2,1905,1,1
6024,15000,Airport Housing Society,2,2,1361,1,0
6025,20000,other,3,2,1361,1,0
6026,23000,other,2,2,1633,1,1
6027,25000,Shalley Valley,3,3,1905,1,1
6028,32000,other,2,2,2722,1,1
6029,35000,Bahria Town Rawalpindi,3,3,2722,1,1
6030,32000,Bahria Town Rawalpindi,3,3,2722,1,1
6031,24000,Bahria Town Rawalpindi,2,2,1905,1,1
6032,50000,Satellite Town,3,3,3267,1,2
6035,18000,other,3,2,1361,1,0
6038,24000,Gulshan Abad,3,3,2722,1,1
6041,25000,other,3,4,1905,1,1
6044,25000,other,2,3,2994,1,2
6045,30000,other,2,2,2450,1,1
6047,34000,Media Town,4,3,3375,1,2
6048,33000,Media Town,4,3,3375,1,2
6049,35000,Chaklala Scheme,2,3,2722,1,1
6050,38000,Satellite Town,3,3,2041,1,1
6051,22000,other,3,2,1089,1,0
6052,15000,other,3,2,2722,1,1
6053,30000,Bahria Town Rawalpindi,3,3,2722,1,1
6054,16000,other,2,2,2722,1,1
6056,50000,Satellite Town,3,3,1905,1,1
6059,25000,Dhok Kashmirian,3,2,1361,1,0
6060,20000,Dhok Kashmirian,2,2,1361,1,0
6061,25000,other,2,2,1361,1,0
6062,42000,Westridge,3,3,3539,1,2
6063,25000,other,2,3,2423,1,1
6065,40000,Media Town,3,3,2994,1,2
6066,22000,other,2,3,1361,1,0
6067,24000,other,3,4,2722,1,1
6071,32000,Bahria Town Rawalpindi,3,3,2722,1,1
6073,17000,Airport Housing Society,3,3,1905,1,1
6074,35000,Peshawar Road,2,2,3267,1,2
6075,36000,Peshawar Road,4,4,2722,1,1
6078,35000,Media Town,3,3,3267,1,2
6080,25000,Bahria Town Rawalpindi,3,3,1905,1,1
6081,21000,other,3,3,2178,1,1
6083,15000,other,1,1,1170,1,0
6084,15000,other,1,1,1170,1,0
6085,24000,Bahria Town Rawalpindi,3,3,2123,1,1
6089,32000,Peshawar Road,3,3,2722,1,1
6091,23000,other,4,3,2722,1,1
6092,30000,Bahria Town Rawalpindi,3,3,2722,1,1
6093,30000,Bahria Town Rawalpindi,3,3,2722,1,1
6095,13000,Adiala Road,2,2,1633,1,1
6096,32000,Bahria Town Rawalpindi,2,3,2722,1,1
6098,25000,other,2,3,1361,1,0
6099,33000,Bahria Town Rawalpindi,3,3,2722,1,1
6100,16000,Airport Housing Society,3,2,1361,1,0
6101,23000,Adiala Road,2,2,2722,1,1
6102,30000,Airport Housing Society,3,3,3267,1,2
6103,16500,Gulzar-e-Quaid Housing Society,2,2,1905,1,1
6107,30000,Bahria Town Rawalpindi,3,3,2722,1,1
6108,15500,Airport Housing Society,3,3,1361,1,0
6109,20000,other,3,4,1905,1,1
6110,40000,Bahria Town Rawalpindi,3,3,2722,1,1
6111,18000,Gulraiz Housing Scheme,2,2,1361,1,0
6114,25500,other,2,2,2722,1,1
6115,35000,Media Town,3,3,2722,1,1
6116,31000,Bahria Town Rawalpindi,3,3,2722,1,1
6117,17000,Adiala Road,2,3,2722,1,1
6119,31000,Media Town,4,3,2722,1,1
6120,20000,Shalley Valley,2,2,1361,1,0
6121,15000,Adiala Road,3,3,1905,1,1
6122,70000,Satellite Town,4,4,2722,1,1
6123,32000,Bahria Town Rawalpindi,3,3,2994,1,2
6125,40000,Media Town,3,3,3267,1,2
6126,12000,other,1,2,1633,1,1
6127,26000,other,2,3,1905,1,1
6129,48000,Satellite Town,3,3,2178,1,1
6133,30000,Bahria Town Rawalpindi,3,2,2722,1,1
6134,30000,Bahria Town Rawalpindi,3,3,2722,1,1
6135,22000,Bahria Town Rawalpindi,3,3,1905,1,1
6138,32000,Peshawar Road,3,3,3267,1,2
6139,12000,Misryal Road,1,2,816,1,0
6140,15000,other,2,3,1361,1,0
6142,14000,Gulzar-e-Quaid Housing Society,2,2,1089,1,0
6144,12000,Misryal Road,1,2,816,1,0
6145,20000,Dhok Kashmirian,2,2,1089,1,0
6147,16000,Gulzar-e-Quaid Housing Society,2,2,1361,1,0
6148,45000,Bahria Town Rawalpindi,3,4,2722,1,1
6149,60000,Bahria Town Rawalpindi,3,3,2722,1,1
6151,30000,Bahria Town Rawalpindi,3,3,2722,1,1
6152,30000,Bahria Town Rawalpindi,3,3,2722,1,1
6153,39000,Media Town,3,3,3267,1,2
6154,55000,Bahria Town Rawalpindi,3,3,2722,1,1
6156,21000,Gulraiz Housing Scheme,3,3,2722,1,1
6157,18000,other,3,2,1905,1,1
6158,40000,Media Town,3,3,3267,1,2
6159,22000,Chaklala Scheme,3,3,2178,1,1
6191,25000,other,3,3,2722,1,1
6273,34000,Media Town,3,3,3267,1,2
6274,10000,other,2,2,1361,1,0
6275,18000,other,2,2,1361,1,0
6387,35000,Bahria Town Rawalpindi,3,3,2722,1,1
6388,14000,other,2,3,1361,1,0
6389,25000,Gulraiz Housing Scheme,3,3,2178,1,1
6390,33000,Media Town,3,3,3267,1,2
6391,14000,other,2,3,1361,1,0
6392,35000,Bahria Town Rawalpindi,2,2,2994,1,2
6394,35000,Bahria Town Rawalpindi,3,3,2722,1,1
6395,35000,Bahria Town Rawalpindi,3,3,3811,1,2
6397,35000,Bahria Town Rawalpindi,3,3,3811,1,2
6398,35000,Bahria Town Rawalpindi,3,3,3811,1,2
6399,45000,other,4,3,3158,1,2
6401,22000,other,3,3,1361,1,0
6402,33000,Bahria Town Rawalpindi,3,3,2722,1,1
6405,17000,Gulraiz Housing Scheme,3,3,1633,1,1
6406,25000,Gulraiz Housing Scheme,2,2,2722,1,1
6407,13000,Gulraiz Housing Scheme,2,2,1361,1,0
6409,36000,Media Town,3,3,3375,1,2
6410,50000,Bahria Town Rawalpindi,3,3,3267,1,2
6415,25000,Satellite Town,2,2,1089,1,0
6416,25000,Satellite Town,2,2,1225,1,0
6417,25000,Satellite Town,2,2,816,1,0
6418,25000,other,1,1,1089,1,0
6419,45000,Satellite Town,3,3,2722,1,1
6420,32000,Bahria Town Rawalpindi,3,3,3811,1,2
6423,39000,Bahria Town Rawalpindi,3,3,2722,1,1
6425,14000,Airport Housing Society,2,2,1361,1,0
6427,25000,Westridge,1,2,1361,1,0
6428,25000,other,2,2,1905,1,1
6429,26000,Gulraiz Housing Scheme,2,2,2722,1,1
6430,15000,Misryal Road,3,3,1633,1,1
6433,19000,other,1,2,1361,1,0
6434,35000,Satellite Town,2,2,1905,1,1
6435,25000,Satellite Town,2,2,1361,1,0
6436,22000,Satellite Town,2,2,952,1,0
6438,16500,Lalazar,2,2,1361,1,0
6439,35000,Bahria Town Rawalpindi,3,3,2722,1,1
6440,30000,other,3,4,2722,1,1
6441,33000,Media Town,3,3,3267,1,2
6445,15000,other,2,2,1633,1,1
6448,10000,other,1,2,1089,1,0
6449,10000,other,1,2,1089,1,0
6450,35000,other,4,4,1361,1,0
6452,34000,Bahria Town Rawalpindi,3,2,2722,1,1
6453,15000,Westridge,2,2,1361,1,0
6456,33000,Bahria Town Rawalpindi,3,3,2722,1,1
6458,34000,Bahria Town Rawalpindi,3,2,3539,1,2
6460,33000,Bahria Town Rawalpindi,3,2,2722,1,1
6465,30000,Peshawar Road,4,3,2994,1,2
6468,49990,Bahria Town Rawalpindi,3,3,1905,1,1
6469,38000,Bahria Town Rawalpindi,3,3,3539,1,2
6476,35000,Media Town,3,2,2994,1,2
6478,37000,Bahria Town Rawalpindi,3,3,3811,1,2
6480,30000,other,3,3,2994,1,2
6483,25000,Satellite Town,3,3,1361,1,0
6485,33000,Media Town,3,3,3267,1,2
6486,10000,Range Road,1,1,1089,1,0
6487,33000,Bahria Town Rawalpindi,3,3,2722,1,1
6489,27000,Bahria Town Rawalpindi,3,3,1905,1,1
6490,30000,Bahria Town Rawalpindi,3,3,2722,1,1
6491,28000,Bahria Town Rawalpindi,3,3,2722,1,1
6492,26000,Bahria Town Rawalpindi,3,3,1905,1,1
6493,25000,Afshan Colony,3,4,1361,1,0
6495,23000,Bahria Town Rawalpindi,3,3,1905,1,1
6499,26000,Lalazar,2,2,2722,1,1
6500,37000,Bahria Town Rawalpindi,3,2,2722,1,1
6501,36000,Bahria Town Rawalpindi,3,3,3811,1,2
6502,35000,Satellite Town,3,3,1905,1,1
6503,18000,Westridge,3,3,1361,1,0
6504,15000,Gulraiz Housing Scheme,2,2,1905,1,1
6505,27000,Bahria Town Rawalpindi,2,2,2722,1,1
6506,20000,Gulshan Abad,3,2,2722,1,1
6507,45000,other,3,3,2722,1,1
6508,18000,Dhok Kashmirian,2,2,1361,1,0
6509,18000,Shalley Valley,2,2,1361,1,0
6510,37000,Media Town,3,3,3375,1,2
6511,30000,Range Road,4,3,2178,1,1
6512,30000,Media Town,4,3,3267,1,2
6514,30000,Bahria Town Rawalpindi,3,3,2722,1,1
6515,30000,Bahria Town Rawalpindi,3,3,2722,1,1
6517,33000,Bahria Town Rawalpindi,3,3,2722,1,1
6518,30000,Bahria Town Rawalpindi,3,3,2722,1,1
6519,60000,Bahria Town Rawalpindi,3,3,2722,1,1
6520,22000,Chaklala Scheme,2,2,1361,1,0
6521,35000,Chaklala Scheme,3,3,3267,1,2
6523,35000,Bahria Town Rawalpindi,3,2,2722,1,1
6524,35000,Bahria Town Rawalpindi,3,3,2722,1,1
6525,40000,Media Town,4,4,3267,1,2
6526,16000,Gulraiz Housing Scheme,2,2,1361,1,0
6527,16000,Gulraiz Housing Scheme,2,2,1361,1,0
6528,25000,Bahria Town Rawalpindi,3,3,3267,1,2
6529,37000,Media Town,3,3,3375,1,2
6530,27000,other,2,2,1361,1,0
6531,8000,other,1,1,544,1,0
6532,32000,Bahria Town Rawalpindi,3,3,2722,1,1
6533,32000,Bahria Town Rawalpindi,2,2,2722,1,1
6534,36000,Chaklala Scheme,2,2,2722,1,1
6535,40000,Chaklala Scheme,3,3,3811,1,2
6537,35000,Gulraiz Housing Scheme,3,3,3811,1,2
6538,10000,other,1,2,1361,1,0
6539,13000,other,2,3,1361,1,0
6541,35000,Media Town,3,3,3375,1,2
6542,23000,Peshawar Road,2,2,1361,1,0
6544,32000,Bahria Town Rawalpindi,3,3,2722,1,1
6546,20000,Satellite Town,2,2,1361,1,0
6547,20000,other,2,2,2722,1,1
6549,25000,Bahria Town Rawalpindi,3,3,1905,1,1
6550,25000,Bahria Town Rawalpindi,3,3,2722,1,1
6551,25000,Bahria Town Rawalpindi,3,3,1905,1,1
6552,20000,other,2,2,2722,1,1
6553,25000,other,3,3,1905,1,1
6554,24000,Bahria Town Rawalpindi,3,3,1905,1,1
6555,30000,Peshawar Road,3,3,2994,1,2
6558,35000,Bahria Town Rawalpindi,3,3,2722,1,1
6559,36000,Bahria Town Rawalpindi,3,3,2722,1,1
6561,40000,Bahria Town Rawalpindi,3,3,2722,1,1
6563,35000,other,3,3,1905,1,1
6565,26000,other,2,3,2722,1,1
6567,40000,Bahria Town Rawalpindi,3,4,3811,1,2
6570,24000,Bahria Town Rawalpindi,3,2,1905,1,1
6571,33000,Satellite Town,3,3,1361,1,0
6572,36000,Bahria Town Rawalpindi,3,3,2994,1,2
6574,25000,Bahria Town Rawalpindi,4,3,1905,1,1
6578,30000,Bahria Town Rawalpindi,3,3,2722,1,1
6579,35000,Media Town,3,3,3267,1,2
6580,16000,Shalley Valley,2,2,1361,1,0
6583,30000,Bahria Town Rawalpindi,3,3,2722,1,1
6584,30000,Airport Housing Society,3,3,2722,1,1
6586,47000,Satellite Town,3,3,2178,1,1
6587,50000,Satellite Town,3,3,3267,1,2
6589,30000,Bahria Town Rawalpindi,3,3,2722,1,1
6591,30000,Bahria Town Rawalpindi,3,3,2722,1,1
6592,35000,Bahria Town Rawalpindi,3,3,2722,1,1
6595,14000,other,2,2,1633,1,1
6598,35000,Satellite Town,2,2,2178,1,1
6599,35000,Satellite Town,2,2,2178,1,1
6600,20000,other,3,2,1905,1,1
6603,22000,Lalazar,3,2,1633,1,1
6604,25000,Lalazar,3,2,1633,1,1
6606,50000,Satellite Town,2,3,2178,1,1
6607,42000,Bahria Town Rawalpindi,3,3,3811,1,2
6609,33000,Bahria Town Rawalpindi,2,2,2722,1,1
6610,18000,other,3,2,1361,1,0
6615,30000,other,2,2,1361,1,0
6616,24000,Bahria Town Rawalpindi,3,3,1905,1,1
6618,35000,other,3,3,2722,1,1
6619,33000,Satellite Town,2,2,1089,1,0
6620,35000,Bahria Town Rawalpindi,3,3,2722,1,1
6622,16000,Airport Housing Society,3,2,1361,1,0
6625,36000,Bahria Town Rawalpindi,3,3,3811,1,2
6626,22000,Lalazar,3,2,1633,1,1
6627,32000,Bahria Town Rawalpindi,4,3,2722,1,1
6629,50000,Bahria Town Rawalpindi,2,2,2722,1,1
6630,25000,Bahria Town Rawalpindi,3,3,1905,1,1
6631,22000,Dhok Kashmirian,2,2,1905,1,1
6633,18000,Gulraiz Housing Scheme,2,2,1361,1,0
