,Price,House_location,baths,beds,total_sqft,portion,garage
12588,65000,I-8,3,3,3865,0,2
12589,65000,I-8,3,3,3865,0,2
12601,65000,I-8,3,3,3865,0,2
12603,70000,E-11,3,3,3811,0,2
12605,28000,other,3,2,2722,0,1
12606,50000,other,2,2,3811,0,2
12607,55000,G-13,3,3,3267,0,2
12608,24000,G-13,2,2,1197,0,0
12609,38000,G-11,2,2,2178,0,1
12613,40000,G-11,2,2,2178,0,1
12614,40000,G-11,2,2,2178,0,1
12616,35000,I-8,2,2,3267,0,2
12617,20000,Lehtarar Road,3,2,1361,0,0
12618,20000,Lehtarar Road,3,2,1361,0,0
12619,20000,Lehtarar Road,3,2,1361,0,0
12620,21000,Lehtarar Road,3,2,1361,0,0
12621,21000,Lehtarar Road,3,2,1361,0,0
12622,21000,Lehtarar Road,3,2,1361,0,0
12623,21000,Lehtarar Road,3,2,1361,0,0
12624,22000,Lehtarar Road,3,2,1361,0,0
12625,22000,Lehtarar Road,3,2,1361,0,0
12626,22000,Lehtarar Road,3,2,1361,0,0
12627,23000,Lehtarar Road,3,2,1361,0,0
12628,23000,Lehtarar Road,3,2,1361,0,0
12630,35000,G-10,2,2,1905,0,1
12631,40000,PWD Housing Scheme,3,3,3267,0,2
12632,25000,PWD Housing Scheme,2,2,2722,0,1
12633,45000,G-9,2,2,1905,0,1
12634,25000,G-13,2,2,1089,0,0
12635,70000,I-8,3,3,3865,0,2
12636,32000,I-10,2,2,1633,0,1
12637,28000,G-15,2,2,2178,0,1
12638,40000,G-15,3,3,3811,0,2
12639,45000,G-15,3,3,3811,0,2
12641,38000,I-10,2,2,2178,0,1
12642,30000,G-15,2,2,2178,0,1
12644,30000,G-15,2,2,2178,0,1
12645,40000,G-15,3,3,3811,0,2
12647,24000,G-10,2,2,980,0,0
12648,25000,G-13,2,2,1089,0,0
12649,40000,G-13,3,3,1905,0,1
12650,45000,G-13,3,3,2722,0,1
12651,48000,G-13,3,3,3267,0,2
12653,26000,G-13,2,2,1089,0,0
12654,38000,G-13,3,3,1905,0,1
12655,45000,G-13,3,3,2722,0,1
12656,52000,G-13,3,3,3267,0,2
12657,25000,G-13,2,2,1089,0,0
12658,25000,G-13,2,2,1089,0,0
12659,39000,G-13,3,3,1905,0,1
12660,44000,G-13,3,3,2722,0,1
12661,51000,G-13,3,3,3267,0,2
12664,48000,G-13,5,3,3865,0,2
12665,28000,PWD Housing Scheme,3,3,2722,0,1
12667,32000,G-11,2,2,1197,0,0
12669,17000,FECHS,3,3,1905,0,1
12670,27000,PWD Housing Scheme,3,2,2722,0,1
12671,35000,I-10,2,2,1361,0,0
12679,30000,G-11,1,2,1361,0,0
12681,26000,G-11,2,2,1089,0,0
12682,28000,I-10,1,1,1361,0,0
12683,42000,I-8,2,2,3267,0,2
12689,42000,I-8,2,2,3267,0,2
12704,60000,I-8,3,3,2722,0,1
12705,40000,G-11,2,2,1905,0,1
12713,65000,I-8,3,3,3865,0,2
12714,65000,I-8,3,3,3865,0,2
12715,65000,I-8,3,3,3865,0,2
12716,65000,I-8,3,3,3865,0,2
12717,65000,I-8,3,3,3865,0,2
12718,65000,I-8,3,3,3865,0,2
12724,65000,I-8,3,3,3267,0,2
12725,65000,I-8,3,3,3267,0,2
12726,42000,G-13,3,3,2722,0,1
12729,75000,I-8,3,3,3267,0,2
12730,55000,I-8,3,3,3267,0,2
12731,60000,I-8,3,3,3267,0,2
12733,60000,I-8,3,3,3267,0,2
12734,65000,I-8,3,3,3267,0,2
12735,60000,I-8,3,3,3267,0,2
12736,50000,I-8,3,3,3267,0,2
12737,65000,I-8,3,3,3267,0,2
12738,55000,I-8,3,3,3267,0,2
12739,60000,I-8,3,3,3267,0,2
12740,45000,I-10,2,2,2178,0,1
12741,50000,I-10,3,2,2668,0,1
12742,12000,I-10,1,1,1197,0,0
12744,45000,G-10,2,2,2531,0,1
12745,35500,I-10,2,2,2668,0,1
12747,55000,G-9,2,2,2722,0,1
12749,26000,G-11,2,2,1361,0,0
12750,28000,G-15,3,2,2178,0,1
12751,40000,PWD Housing Scheme,3,3,3267,0,2
12753,24000,PWD Housing Scheme,2,2,2722,0,1
12754,30000,Pakistan Town,2,2,2722,0,1
12755,25000,G-13,2,2,1089,0,0
12756,40000,G-13,3,3,1905,0,1
12757,45000,G-13,3,3,2722,0,1
12758,48000,G-13,3,3,3267,0,2
12760,26000,G-13,2,2,1089,0,0
12761,38000,G-13,3,3,1905,0,1
12762,45000,G-13,3,3,2722,0,1
12763,52000,G-13,3,3,3267,0,2
12764,25000,G-13,2,2,1089,0,0
12765,25000,G-13,2,2,1089,0,0
12766,39000,G-13,3,3,1905,0,1
12767,44000,G-13,3,3,2722,0,1
12768,51000,G-13,3,3,3267,0,2
12770,20000,Ghauri Town,2,2,1361,0,0
12773,42000,G-13,3,3,2722,0,1
12774,36000,G-13,2,2,1905,0,1
12775,50000,E-11,3,4,3811,0,2
12777,46000,G-11,2,2,1905,0,1
12778,28000,I-10,2,2,1633,0,1
12779,27000,I-10,2,2,1633,0,1
12780,30000,I-10,2,2,1633,0,1
12781,32000,I-10,2,2,1633,0,1
12782,30000,I-10,2,2,1633,0,1
12783,32000,I-10,2,2,1633,0,1
12784,30000,I-10,2,2,1633,0,1
12785,30000,I-10,2,2,1361,0,0
12786,40000,Bahria Town,3,3,2722,0,1
12792,50000,G-13,3,3,3267,0,2
12800,33000,G-15,2,2,2178,0,1
12801,42000,G-15,3,3,3539,0,2
12823,40000,Bahria Town,3,3,2722,0,1
12824,52000,E-11,4,4,3811,0,2
12826,50000,Bahria Town,3,3,2722,0,1
12827,27000,G-11,2,1,1361,0,0
12828,46000,G-13,3,3,2722,0,1
12830,45000,PWD Housing Scheme,3,3,3267,0,2
12832,35000,G-13,3,2,1905,0,1
12833,20000,I-10,2,2,1089,0,0
12834,32000,I-10,2,2,1361,0,0
12835,40000,I-10,2,2,1633,0,1
12836,75000,I-8,4,3,3267,0,2
12837,28000,G-13,2,2,1089,0,0
12838,27000,G-13,2,2,1089,0,0
12839,27500,G-13,2,2,1089,0,0
12840,26500,G-13,2,2,1089,0,0
12841,33000,G-13,3,3,1905,0,1
12842,32000,G-13,3,3,1905,0,1
12843,35000,G-13,3,3,1905,0,1
12844,34000,G-13,3,3,1905,0,1
12845,75000,I-8,3,3,3267,0,2
12846,65000,I-8,3,3,3267,0,2
12847,50000,I-8,3,3,2722,0,1
12848,35000,I-10,2,2,1633,0,1
12849,35000,I-10,2,2,1361,0,0
12850,35000,I-10,2,2,1633,0,1
12851,35000,I-10,2,2,1361,0,0
12852,28000,I-10,2,2,1361,0,0
12853,30000,I-10,2,2,1361,0,0
12854,32000,I-10,2,2,1633,0,1
12855,35000,I-10,2,2,1633,0,1
12856,35000,I-10,2,2,1633,0,1
12857,35000,I-10,2,2,1633,0,1
12858,32000,I-10,2,2,1361,0,0
12859,30000,I-10,2,2,1361,0,0
12860,30000,I-10,2,2,1361,0,0
12861,35000,I-10,2,2,1633,0,1
12862,33000,I-10,2,2,1633,0,1
12863,65000,I-8,3,3,3267,0,2
12864,30000,I-10,2,2,1361,0,0
12865,32000,I-10,2,2,1361,0,0
12866,30000,I-10,2,2,1633,0,1
12867,32000,I-10,2,2,1361,0,0
12868,60000,I-8,3,3,3267,0,2
12869,60000,I-8,3,3,3267,0,2
12870,60000,I-8,3,3,3267,0,2
12871,48000,I-8,3,2,3267,0,2
12873,70000,I-8,3,3,3267,0,2
12874,40000,I-8,3,3,3267,0,2
12875,55000,I-8,3,3,3267,0,2
12876,75000,I-8,3,3,3267,0,2
12877,63000,I-8,3,3,3267,0,2
12878,62000,I-8,3,3,3267,0,2
12879,32000,I-10,2,2,1633,0,1
12880,32000,I-10,2,2,1361,0,0
12881,32000,I-10,2,2,1361,0,0
12882,30000,I-10,2,2,1361,0,0
12883,32000,I-10,2,2,1361,0,0
12884,30000,I-10,2,2,1361,0,0
12885,32000,I-10,2,2,1361,0,0
12886,33000,I-10,2,2,1633,0,1
12887,30000,I-10,2,2,1361,0,0
12888,33000,I-10,2,2,1633,0,1
12889,32000,I-10,2,2,1361,0,0
12890,35000,I-10,2,2,1633,0,1
12891,60000,I-8,3,3,3267,0,2
12892,30000,I-10,2,2,1361,0,0
12893,70000,I-8,3,3,3267,0,2
12896,38000,G-9,2,2,1633,0,1
12897,65000,I-8,3,3,3267,0,2
12898,85000,I-8,2,2,3267,0,2
12899,40000,I-8,3,3,3865,0,2
12900,50000,I-8,3,3,3267,0,2
12901,40000,G-15,4,4,3267,0,2
12902,68000,I-8,3,3,3267,0,2
12903,75000,I-8,3,3,3267,0,2
12904,70000,I-8,4,5,2722,0,1
12906,28000,G-15,3,3,1905,0,1
12907,50000,Bahria Town,2,2,2722,0,1
12908,50000,I-8,3,3,3267,0,2
12909,65000,I-8,3,3,3267,0,2
12910,70000,I-8,3,3,3267,0,2
12911,60000,I-8,3,3,3267,0,2
12912,60000,I-8,3,3,3267,0,2
12913,40000,I-8,3,3,3267,0,2
12914,75000,I-8,3,3,2722,0,1
12915,75000,I-8,3,3,2722,0,1
12916,50000,I-8,3,3,3267,0,2
12917,75000,I-8,3,3,3267,0,2
12918,30000,I-10,2,2,1361,0,0
12919,30000,I-10,2,2,1361,0,0
12920,30000,I-10,2,2,1633,0,1
12921,32000,I-10,2,2,1361,0,0
12922,32000,I-10,2,2,1633,0,1
12923,33000,I-10,2,2,1633,0,1
12924,32000,I-10,2,2,1361,0,0
12925,35000,I-10,2,2,1361,0,0
12926,35000,I-10,2,2,1633,0,1
12927,30000,I-10,2,2,1361,0,0
12928,32000,I-10,2,2,1633,0,1
12929,32000,I-10,2,2,1361,0,0
12930,55000,I-8,3,3,3267,0,2
12931,75000,I-8,3,3,3267,0,2
12936,25000,PWD Housing Scheme,2,2,2722,0,1
12937,20000,Ghauri Town,3,2,1361,0,0
12938,28000,G-11,2,2,1089,0,0
12939,30000,G-11,2,2,1361,0,0
12940,45000,G-11,2,2,1905,0,1
12942,60000,I-8,3,3,3375,0,2
12946,60000,I-8,3,3,3865,0,2
12947,52000,I-8,3,3,3375,0,2
12948,50000,I-8,3,3,3375,0,2
12949,50000,I-8,3,3,3375,0,2
12950,53000,I-8,3,3,3375,0,2
12951,55000,I-8,3,3,3375,0,2
12952,50000,I-8,3,3,3375,0,2
12953,50000,I-8,3,3,3375,0,2
12954,55000,I-8,3,3,3375,0,2
12955,65000,I-8,3,3,3267,0,2
12956,60000,I-8,3,3,3267,0,2
12957,65000,I-8,3,3,3267,0,2
12958,65000,I-8,3,3,3267,0,2
12959,63000,I-8,3,3,3267,0,2
12960,70000,I-8,3,3,3267,0,2
12962,65000,I-8,3,3,3267,0,2
12968,40000,G-15,3,3,3865,0,2
12969,40000,G-15,3,3,3865,0,2
12970,70000,G-11,3,3,3267,0,2
12971,65000,G-11,3,3,3267,0,2
12972,45000,G-11,2,2,1905,0,1
12973,42000,G-11,2,2,1905,0,1
12974,40000,G-11,2,2,1905,0,1
12975,38000,G-11,2,2,1905,0,1
12976,35000,G-11,2,2,1905,0,1
12977,28000,G-11,2,2,1361,0,0
12978,30000,G-11,2,2,1361,0,0
12979,33000,G-11,2,2,1361,0,0
12980,35000,G-11,2,2,1361,0,0
12981,38000,G-11,2,2,1361,0,0
12982,45000,G-11,2,2,1905,0,1
12983,50000,G-11,2,2,1905,0,1
12984,55000,G-11,2,2,1905,0,1
12985,60000,G-11,2,2,1905,0,1
12988,68000,I-8,3,3,3865,0,2
12989,68000,I-8,3,3,3865,0,2
12990,72000,I-8,3,3,3865,0,2
12991,70000,I-8,3,3,3865,0,2
12992,65000,I-8,3,3,3865,0,2
12993,70000,I-8,3,3,3865,0,2
12994,68000,I-8,3,3,3865,0,2
12995,26000,G-15,2,2,1905,0,1
12996,59000,other,3,2,2722,0,1
13000,60000,I-8,3,3,3267,0,2
13001,65000,I-8,3,3,3267,0,2
13002,75000,I-8,3,3,3267,0,2
13003,60000,I-8,3,3,2722,0,1
13004,43000,G-13,2,2,2178,0,1
13005,75000,I-8,3,3,3267,0,2
13007,30000,G-13,2,2,2178,0,1
13008,35000,G-11,2,2,1361,0,0
13009,70000,I-8,3,3,3267,0,2
13010,65000,I-8,3,3,3267,0,2
13011,65000,I-8,3,3,3267,0,2
13012,68000,I-8,3,3,3267,0,2
13013,55000,I-8,3,3,3267,0,2
13015,35000,PWD Housing Scheme,3,3,3267,0,2
13016,26000,PWD Housing Scheme,2,2,2722,0,1
13017,25000,PWD Housing Scheme,2,2,2722,0,1
13018,35000,G-11,2,2,2178,0,1
13019,75000,I-8,3,3,3267,0,2
13020,60000,I-8,3,3,2722,0,1
13021,75000,I-8,3,3,3267,0,2
13023,75000,I-8,3,3,3267,0,2
13026,65000,I-8,3,3,3267,0,2
13033,90000,I-8,2,2,3267,0,2
13037,65000,I-8,3,3,3267,0,2
13038,75000,I-8,3,3,3267,0,2
13040,75000,I-8,3,3,2722,0,1
13041,50000,I-8,3,3,3267,0,2
13043,75000,I-8,4,3,3375,0,2
13049,28000,G-11,2,2,1361,0,0
13057,33000,B-17,3,3,2722,0,1
13059,22000,other,2,2,2178,0,1
13060,28000,PWD Housing Scheme,3,3,2722,0,1
13061,28000,National Police Foundation O-9,3,3,2722,0,1
13062,27000,National Police Foundation O-9,3,3,2722,0,1
13063,32000,I-10,2,2,1824,0,1
13065,42000,G-13,3,2,1905,0,1
13069,45000,G-6,2,2,1633,0,1
13071,40000,G-11,2,2,2178,0,1
13072,40000,G-11,2,2,2178,0,1
13075,65000,I-8,3,3,3267,0,2
13076,43000,I-8,3,3,3267,0,2
13077,55000,G-9,2,2,2722,0,1
13079,28000,PWD Housing Scheme,3,2,2722,0,1
13080,28000,PWD Housing Scheme,3,2,2722,0,1
13081,40000,I-8,3,3,3267,0,2
13082,50000,G-9,2,2,1633,0,1
13084,20000,Lehtarar Road,2,1,1089,0,0
13085,20000,Lehtarar Road,2,1,1089,0,0
13086,20000,Lehtarar Road,2,1,1089,0,0
13087,20000,Lehtarar Road,2,1,1089,0,0
13088,20000,Lehtarar Road,2,1,1089,0,0
13089,20000,Lehtarar Road,2,1,1089,0,0
13090,20000,Lehtarar Road,2,1,1089,0,0
13091,20000,Lehtarar Road,2,1,1089,0,0
13092,20000,Lehtarar Road,2,1,1089,0,0
13093,21000,Lehtarar Road,2,1,1089,0,0
13094,21000,Lehtarar Road,2,1,1089,0,0
13095,21000,Lehtarar Road,2,1,1089,0,0
13096,21000,Lehtarar Road,2,1,1089,0,0
13097,21000,Lehtarar Road,2,1,1089,0,0
13098,21000,Lehtarar Road,2,1,1089,0,0
13099,21000,Lehtarar Road,2,1,1089,0,0
13100,21000,Lehtarar Road,2,1,1089,0,0
13101,21000,Lehtarar Road,2,1,1089,0,0
13102,21000,Lehtarar Road,2,1,1089,0,0
13103,22000,Lehtarar Road,2,1,1089,0,0
13104,22000,Lehtarar Road,2,1,1089,0,0
13105,22000,Lehtarar Road,2,1,1089,0,0
13106,22000,Lehtarar Road,2,1,1089,0,0
13107,22000,Lehtarar Road,2,1,1089,0,0
13108,22000,Lehtarar Road,2,1,1089,0,0
13109,22000,Lehtarar Road,2,1,1089,0,0
13110,22000,Lehtarar Road,2,1,1089,0,0
13111,22000,Lehtarar Road,2,1,1089,0,0
13112,22000,Lehtarar Road,2,1,1089,0,0
13113,23000,Lehtarar Road,2,1,1089,0,0
13114,23000,Lehtarar Road,2,1,1089,0,0
13115,23000,Lehtarar Road,2,1,1089,0,0
13116,23000,Lehtarar Road,2,1,1089,0,0
13117,23000,Lehtarar Road,2,1,1089,0,0
13118,23000,Lehtarar Road,2,1,1089,0,0
13119,23000,Lehtarar Road,2,1,1089,0,0
13120,23000,Lehtarar Road,2,1,1089,0,0
13121,23000,Lehtarar Road,2,1,1089,0,0
13122,48000,G-9,2,2,2722,0,1
13123,23000,Lehtarar Road,2,1,1089,0,0
13124,24000,Lehtarar Road,2,1,1089,0,0
13125,24000,Lehtarar Road,2,1,1089,0,0
13126,24000,Lehtarar Road,2,1,1089,0,0
13127,24000,Lehtarar Road,2,1,1089,0,0
13128,24000,Lehtarar Road,2,1,1089,0,0
13129,24000,Lehtarar Road,2,1,1089,0,0
13130,24000,Lehtarar Road,2,1,1089,0,0
13131,24000,Lehtarar Road,2,1,1089,0,0
13132,24000,Lehtarar Road,2,1,1089,0,0
13133,24000,Lehtarar Road,2,1,1089,0,0
13134,24000,Lehtarar Road,2,1,1089,0,0
13135,25000,Lehtarar Road,2,1,1089,0,0
13136,25000,Lehtarar Road,2,1,1089,0,0
13137,25000,Lehtarar Road,2,1,1089,0,0
13138,25000,Lehtarar Road,2,1,1089,0,0
13139,25000,Lehtarar Road,2,1,1089,0,0
13140,25000,Lehtarar Road,2,1,1089,0,0
13141,25000,Lehtarar Road,2,1,1089,0,0
13142,25000,Lehtarar Road,2,1,1089,0,0
13143,25000,Lehtarar Road,2,1,1089,0,0
13144,26000,Lehtarar Road,2,1,1089,0,0
13145,26000,Lehtarar Road,2,1,1089,0,0
13146,26000,Lehtarar Road,2,1,1089,0,0
13147,26000,Lehtarar Road,2,1,1089,0,0
13148,26000,Lehtarar Road,2,1,1089,0,0
13149,26000,Lehtarar Road,2,1,1089,0,0
13150,26000,Lehtarar Road,2,1,1089,0,0
13151,26000,Lehtarar Road,2,1,1089,0,0
13152,26000,Lehtarar Road,2,1,1089,0,0
13153,26000,Lehtarar Road,2,1,1089,0,0
13154,27000,Lehtarar Road,2,1,1089,0,0
13155,27000,Lehtarar Road,2,1,1089,0,0
13156,27000,Lehtarar Road,2,1,1089,0,0
13157,27000,Lehtarar Road,2,1,1089,0,0
13158,27000,Lehtarar Road,2,1,1089,0,0
13159,27000,Lehtarar Road,2,1,1089,0,0
13160,27000,Lehtarar Road,2,1,1089,0,0
13161,27000,Lehtarar Road,2,1,1089,0,0
13162,27000,Lehtarar Road,2,1,1089,0,0
13163,27000,Lehtarar Road,2,1,1089,0,0
13164,28000,Lehtarar Road,2,1,1089,0,0
13165,28000,Lehtarar Road,2,1,1089,0,0
13166,28000,Lehtarar Road,2,1,1089,0,0
13167,28000,Lehtarar Road,2,1,1089,0,0
13168,28000,Lehtarar Road,2,1,1089,0,0
13169,28000,Lehtarar Road,2,1,1089,0,0
13170,28000,Lehtarar Road,2,1,1089,0,0
13171,28000,Lehtarar Road,2,1,1089,0,0
13172,28000,Lehtarar Road,2,1,1089,0,0
13173,28000,Lehtarar Road,2,1,1089,0,0
13174,29000,Lehtarar Road,2,1,1089,0,0
13175,29000,Lehtarar Road,2,1,1089,0,0
13176,29000,Lehtarar Road,2,1,1089,0,0
13177,29000,Lehtarar Road,2,1,1089,0,0
13178,29000,Lehtarar Road,2,1,1089,0,0
13179,29000,Lehtarar Road,2,1,1089,0,0
13180,29000,Lehtarar Road,2,1,1089,0,0
13181,29000,Lehtarar Road,2,1,1089,0,0
13182,29000,Lehtarar Road,2,1,1089,0,0
13183,29000,Lehtarar Road,2,1,1089,0,0
13184,29000,Lehtarar Road,2,1,1089,0,0
13185,70000,G-9,3,3,3811,0,2
13186,28000,PWD Housing Scheme,2,2,2722,0,1
13197,75000,E-11,3,3,3811,0,2
13198,70000,E-11,3,3,3811,0,2
13199,60000,E-11,2,2,2722,0,1
13200,55000,E-11,2,2,2722,0,1
13201,50000,E-11,2,2,2178,0,1
13202,45000,E-11,2,2,1633,0,1
13203,48000,E-11,2,2,1633,0,1
13204,45000,Bahria Town,2,2,2722,0,1
13208,40000,G-13,3,2,2178,0,1
13209,28000,PWD Housing Scheme,2,2,2722,0,1
13210,27000,PWD Housing Scheme,2,2,2722,0,1
13211,35000,G-13,3,2,2178,0,1
13212,55000,G-13,3,3,2722,0,1
13217,28000,PWD Housing Scheme,3,3,2722,0,1
13218,40000,Bahria Town,2,3,2722,0,1
13219,58000,PWD Housing Scheme,3,2,2722,0,1
13221,50000,G-13,3,3,3811,0,2
13222,40000,G-13,3,3,3811,0,2
13224,40000,E-11,2,2,1633,0,1
13225,35000,E-11,2,2,1633,0,1
13242,70000,I-8,3,3,3811,0,2
13243,35000,G-13,2,2,2178,0,1
13244,45000,G-11,2,3,1905,0,1
13245,24000,G-13,2,2,1197,0,0
13249,30000,G-13,2,2,1905,0,1
13255,17000,Ghauri Town,2,2,1633,0,1
13257,45000,E-11,3,3,2722,0,1
13258,45000,D-12,3,3,2722,0,1
13259,45000,D-12,3,3,2722,0,1
13265,57000,E-11,2,1,2722,0,1
13269,40000,G-13,3,2,2178,0,1
13271,50000,G-9,2,2,2531,0,1
13281,48000,other,3,3,2722,0,1
13282,29500,Bahria Town Rawalpindi,4,3,2722,0,1
13283,16000,Airport Housing Society,3,2,1633,0,1
13284,80000,Bahria Town Rawalpindi,3,2,2722,0,1
13285,24000,Bahria Town Rawalpindi,2,2,1905,0,1
13286,25000,Bahria Town Rawalpindi,3,3,2722,0,1
13287,25000,Bahria Town Rawalpindi,3,3,2722,0,1
13293,35000,Bahria Town Rawalpindi,3,2,2722,0,1
13294,12000,Ghauri Town,2,3,1361,0,0
13300,30000,Airport Housing Society,2,2,3811,0,2
13302,50000,Bahria Town Rawalpindi,3,2,2722,0,1
13303,21000,other,2,2,1089,0,0
13304,21000,other,2,2,1089,0,0
13305,45000,Bahria Town Rawalpindi,2,2,3267,0,2
13307,38000,Bahria Town Rawalpindi,2,2,3267,0,2
13308,22000,Westridge,3,2,1633,0,1
13310,22000,other,3,3,1905,0,1
13312,42000,Satellite Town,2,2,2178,0,1
13313,42000,Satellite Town,2,2,2178,0,1
13314,42000,Satellite Town,2,2,2178,0,1
13315,42000,Satellite Town,2,2,2178,0,1
13316,42000,Satellite Town,2,2,2178,0,1
13324,17000,Shalley Valley,2,1,1089,0,0
13329,16000,other,3,3,1361,0,0
13331,35000,Chaklala Scheme,3,3,2722,0,1
13332,25000,other,3,3,2178,0,1
13333,40000,Bahria Town Rawalpindi,2,2,2722,0,1
13334,35000,Media Town,4,2,3375,0,2
13335,20000,other,2,3,1633,0,1
13338,30000,Bahria Town Rawalpindi,2,2,2722,0,1
13339,25000,Bahria Town Rawalpindi,2,2,2178,0,1
13345,25000,Gulraiz Housing Scheme,2,2,1633,0,1
13346,10000,other,1,2,816,0,0
13347,15000,Airport Housing Society,2,3,1361,0,0
13348,22000,Westridge,3,4,2722,0,1
13351,38000,Media Town,3,3,3267,0,2
13352,12000,Misryal Road,2,2,1089,0,0
13353,25000,Bahria Town Rawalpindi,2,2,1905,0,1
13354,22000,Dhok Kashmirian,3,3,1361,0,0
13356,16000,Misryal Road,2,2,1089,0,0
13359,28000,Peshawar Road,2,2,2722,0,1
13361,20000,Airport Housing Society,2,2,2178,0,1
13363,15000,other,1,2,816,0,0
13364,19000,other,2,2,1089,0,0
13365,35000,Bahria Town Rawalpindi,2,2,2722,0,1
13366,30000,Gulraiz Housing Scheme,3,2,2722,0,1
13367,16000,other,3,2,1361,0,0
13368,30000,Gulraiz Housing Scheme,3,2,1905,0,1
13370,15000,other,3,2,1361,0,0
13371,18000,Ghauri Town,3,2,1633,0,1
13373,30000,Bahria Town Rawalpindi,3,4,2178,0,1
13374,25000,Adiala Road,2,2,3267,0,2
13375,15000,Gulraiz Housing Scheme,2,2,1361,0,0
13376,40000,Range Road,3,4,3267,0,2
13377,22000,Ghauri Town,2,2,1633,0,1
13378,32000,Satellite Town,2,3,2994,0,2
13380,32000,Bahria Town Rawalpindi,2,2,3811,0,2
13381,40000,Media Town,3,3,3267,0,2
13382,20000,Range Road,2,2,1361,0,0
13383,20000,Range Road,2,2,2178,0,1
13386,22000,Lalazar,2,2,2178,0,1
13387,18000,Gulzar-e-Quaid Housing Society,3,2,1633,0,1
13388,40000,Peshawar Road,3,4,3267,0,2
13389,28000,Range Road,3,2,2314,0,1
13391,16000,other,2,2,1007,0,0
13392,35000,Bahria Town Rawalpindi,2,2,2722,0,1
13393,30000,Shalley Valley,3,3,2722,0,1
13394,32000,Bahria Town Rawalpindi,2,3,3267,0,2
13395,32000,Bahria Town Rawalpindi,2,3,3267,0,2
13396,17000,Gulraiz Housing Scheme,3,2,1361,0,0
13397,25000,Gulraiz Housing Scheme,2,3,1361,0,0
13399,10000,other,2,3,1361,0,0
13400,38000,Bahria Town Rawalpindi,3,2,2722,0,1
13401,38000,Bahria Town Rawalpindi,3,2,2722,0,1
13402,16000,other,2,2,1361,0,0
13403,40000,Range Road,3,4,3267,0,2
13404,26000,Bahria Town Rawalpindi,2,2,1905,0,1
13405,15000,other,2,3,1361,0,0
13406,27000,Bahria Town Rawalpindi,2,2,1905,0,1
13408,35000,Peshawar Road,2,2,2722,0,1
13409,25000,Bahria Town Rawalpindi,4,4,1905,0,1
13410,36000,Bahria Town Rawalpindi,3,4,2722,0,1
13411,50000,Bahria Town Rawalpindi,3,3,2178,0,1
13412,50000,Bahria Town Rawalpindi,3,3,2178,0,1
13413,35000,Range Road,3,4,3267,0,2
13414,40000,Khayaban-e-Sir Syed,3,4,2722,0,1
13415,40000,Media Town,3,3,3267,0,2
13416,15000,other,3,2,1361,0,0
13417,26000,Bahria Town Rawalpindi,2,2,1905,0,1
13418,35000,Bahria Town Rawalpindi,3,2,2722,0,1
13419,27000,Westridge,2,2,2178,0,1
13420,32000,Satellite Town,2,2,1361,0,0
13421,30000,Gulraiz Housing Scheme,3,3,3811,0,2
13422,20000,Gulraiz Housing Scheme,2,2,1361,0,0
13425,18000,Gulshan Abad,3,3,2722,0,1
13427,28000,other,2,3,2722,0,1
13429,16000,other,2,3,1361,0,0
13430,20000,Lalazar,2,2,2722,0,1
13431,75000,Bahria Town Rawalpindi,3,3,3811,0,2
13432,25000,Bahria Town Rawalpindi,2,2,1905,0,1
13433,28000,Bahria Town Rawalpindi,3,2,2722,0,1
13435,17000,Airport Housing Society,2,2,1361,0,0
13436,50000,Bahria Town Rawalpindi,5,4,2722,0,1
13437,40000,Bahria Town Rawalpindi,3,2,2722,0,1
13438,25000,other,2,2,1361,0,0
13439,15000,other,1,2,1361,0,0
13440,20000,Afshan Colony,2,2,2178,0,1
13441,35000,other,3,2,3811,0,2
13442,14000,Airport Housing Society,2,3,1633,0,1
13443,50000,Bahria Town Rawalpindi,3,2,2722,0,1
13447,30000,other,3,3,2722,0,1
13448,25000,other,3,3,2722,0,1
13450,28000,other,3,2,2722,0,1
13451,20000,other,2,3,1361,0,0
13452,32000,Bahria Town Rawalpindi,3,2,2722,0,1
13453,37000,Bahria Town Rawalpindi,3,2,2722,0,1
13456,12000,Afshan Colony,1,2,1089,0,0
13457,18000,Adiala Road,2,2,1361,0,0
13458,24000,Bahria Town Rawalpindi,3,3,1905,0,1
13459,20000,other,3,4,1905,0,1
13460,15000,Afshan Colony,1,2,1089,0,0
13461,26000,Media Town,3,2,1633,0,1
13462,17000,Bahria Town Rawalpindi,2,1,2722,0,1
13463,25000,other,3,4,2450,0,1
13464,25000,other,1,1,1089,0,0
13465,50000,Gulzar-e-Quaid Housing Society,2,2,2722,0,1
13466,35000,Peshawar Road,3,2,1633,0,1
13467,25000,Peshawar Road,3,3,2178,0,1
13468,28000,other,3,2,2722,0,1
13471,15000,Airport Housing Society,2,2,1361,0,0
13472,25000,other,2,2,2178,0,1
13473,25000,Bahria Town Rawalpindi,3,2,2722,0,1
13474,25000,Westridge,3,2,1633,0,1
13475,25000,Gulraiz Housing Scheme,3,3,2722,0,1
13476,20000,Lalazar,2,2,2178,0,1
13477,23000,Ghauri Town,3,2,1905,0,1
13483,16000,Gulzar-e-Quaid Housing Society,2,2,1361,0,0
13484,27000,Khayaban-e-Sir Syed,2,2,1361,0,0
13485,15000,Afshan Colony,2,2,816,0,0
13486,30000,Bahria Town Rawalpindi,3,3,2722,0,1
13488,20000,other,2,2,1905,0,1
